WORD	SPEECH TAG
Danieli	nn
enoosia	v
kamaandiko	nn
Nio	conj
bareera	v
Danieli	nn
ebweeni	adp
wo	conj
mwami	nn
.	punct
Omwami	nn
amureeba	v
ali	conj
,	punct
""""	punct
Ewe	pron
oli	v
Danieli	nn
,	punct
mulala	num
khu	conj
Bayaudi	nn
be	conj
mbaambe	nn
,	punct
nibo	pron
paapa	nn
wase	pron
omwami	nn
,	punct
areera	v
khukhwama	adp
e	adp
Buyuda	nn
?	punct
Ese	pron
nauliile	v
bali	conj
roho	nn
we	conj
bawele	nn
batakatifu	nn
akhulimo	v
,	punct
lundi	conj
bali	conj
oli	conj
ne	conj
bubwikhochochi	v
,	punct
bukesi	nn
ne	conj
limanya	nn
likali	adv
.	punct
Nono	conj
babaandu	nn
base	pron
bakesi	nn
,	punct
ne	conj
bafumu	nn
bakhakile	v
khusoma	v
kamaandiko	nn
kano	det
ne	conj
khu	adp
khumboolela	v
sifuno	nn
siako	pron
ne	conj
kakhali	conj
bakhiliilwe	v
.	punct
Naulile	v
bali	conj
onyala	v
waboona	v
bifuno	nn
ne	conj
khu	adp
khumalila	v
butinyu	nn
bwase	pron
.	punct
Nono	conj
waaba	v
ne	conj
onyala	v
waboola	v
bifuno	nn
ne	conj
khu	adp
khumalila	v
butinyu	nn
bwase	pron
.	punct
Nono	conj
waaba	v
ne	conj
onyala	v
khusoma	v
kamaandiko	nn
kano	det
,	punct
mala	conj
umboolele	v
sifuno	nn
siako	pron
,	punct
olafwarwa	v
engubo	nn
eefwana	v
buseemwa	nn
eye	conj
bubwami	nn
,	punct
olafwarwa	v
kumunyololo	nn
kwe	conj
esahabu	nn
mwikosi	nn
mala	conj
olaba	v
okhola	v
khataru	num
mulala	num
bwami	nn
buno	det
.	punct
""""	punct
Nio	adj
Danieli	nn
akobosia	v
omwami	nn
ali	conj
,	punct
""""	punct
Lekha	v
biianwa	nn
biowo	pron
bibe	v
bibiowo	pron
.	punct
Bielesie	v
okundi	adv
.	punct
Ne	conj
kakhali	conj
,	punct
nja	v
khukhusomela	v
kamaandiko	nn
mala	conj
khuboolele	v
sifuno	nn
siako	pron
.	punct
""""	punct
Ee	nn
omwami	nn
,	punct
Wele	nn
owe	conj
Angaaki	adp
Lukali	adv
aelesia	v
raraao	nn
Nebukadinesa	nn
bubwami	nn
,	punct
amukhola	v
aaba	v
omukali	adj
,	punct
amuelesia	v
lundi	conj
luyali	nn
ne	conj
bunyali	nn
.	punct
mala	conj
khubeela	conj
bunyali	nn
nibwo	pron
amuelesia	v
,	punct
babaandu	nn
boosi	adp
,	punct
chikholo	nn
ne	conj
chinimi	nn
baterema	v
ne	conj
khumuria	v
