khu 	ADP
Bioosi	ADV
 Alalekhuula	V
 Ekholo	NN
 Khukhwama	ADP
58	NUM
""""	PUNCT
Mwaaba	V
 Ne	CONJ
 mukharia 	V
mu	ADP
 busuubi 	NN
aleeyi	V
,	PUNCT
 ekholo 	NN
eye	DET
 lulomo	NN
 nilwo	PRON
 enywe 	PRON
lifu	NN
 kamalaka	NN
 kano	DET
 koosi	ADV
 kakaandikwi	V
 mukhamanyile	V
 tawe	ADV
.	PUNCT
 Balamwicha	V
-	PUNCT
 Mu	ADP
 Sitabu	NN
 Sino	DET
 Tawe	ADV
,	PUNCT
 mwaba 	V
ne	CONJ
 mukhi	PRON
 mo	ADP
 khangu 	ADJ
nga	CONJ
 efuruusi	NN
.	PUNCT
50	NUM
 Bali	CONJ
 Barafu	ADJ
 Ria	V
 Lisina	NN
 Lia	CONJ
 Wele	NN
 Omunyali	ADJ
 Owa	CONJ
 Bioos	ADV
 Lundi	CONJ
 Se	ADV
 Balaba	V
 Ne	CONJ
 Siisa	NN
 Khu	ADP
 Mundu	NN
 Wele	NN
 Wenywe	PRON
 Tawe	ADV
, 	PUNCT
59	NUM
Wele	NN
 Omunyal	ADJ
 Vesi	ADV
 Vesi	ADV
 Omuele	NN
 Namwe	CONJ
 Omusaakhulu	NN
 Owa	CONJ
 Bioosi	ADV
 alamureerera 	V
enywe	PRON
 ne	CONJ
 tawe	ADV
.	PUNCT
51	NUM
 Balalia	V
 Chikhaafu	NN
 Chenywe	PRON
 ne 	CONJ
babaana	NN
 benywe	PRON
 kiminaanio	NN
 kie	CONJ
 khuu	ADP
 bibiaamo	NN
 mala	CONJ
 enywe	PRON
 mufwe	V
 njala	NN
. 	PUNCT
Se	ADP
 Kia	ADV
, 	PUNCT
Kimirafu	ADJ
 Mala	CONJ
 kia 	ADV
mindali	NN
 alala	ADV
 ne 	CONJ
balamulekhela	V
 enywe	PRON
 siakhulia	NN
 siosi	ADV
 bulwaale	NN
 bubi	ADJ
 bwa	CONJ
 mindali	ADV
. 	PUNCT
6°	NUM
 Lundi	CONJ
 Alai	ADJ
 Siosi	ADV
,	PUNCT
 Endali	NN
,	PUNCT
 Kamafura	ADJ
 Ke	CONJ
 Chiseituni	NN
, 	PUNCT
MURERERA	V
enywe	PRON
buli	V
 bulwaale 	NN
bubi	ADJ
.	PUNCT
 Chikhaafu	NN
 Namwe	CONJ
 Kamakheese	NN
 Tawe	ADV
,	PUNCT
 Nibwo	PRON
 Mwabona	V
 Mu	ADP
 Misiri	NN
 Ne	CONJ
 Se	ADP
 Mulao	V
 Khukhwola	ADP
 Nga	CONJ
 Enywe	PRON
 Ne	CONJ
 Mubuna	V
.	PUNCT
52	NUM
 Chi	ADP
-	PUNCT
 Na	CONJ
 Tawe	ADV
. 	PUNCT
61	NUM
 Lundi	CONJ
 Akhamureerere	V
 eny we	PRON
 kholo	NN
 chino 	DET
chiliibwaakala	V
 buli	V
 lukoba	NN
 bulwaale	NN
 chingano	NN
 choosi	ADV
 ne 	CONJ
kiminaanid	NN
 mu	ADP
 sibala	NN
 nisio	PRON
 Wele	NN
 Omunyali	ADJ
 Owa	CONJ
 Kikhaandikwa	V
 Mu	ADP
 Sitabu	NN
 Sie	CONJ
 Kamalaka	NN
 Bioosi	ADV
,	PUNCT
 Wele 	NN
Wenywe	PRON
 Alikho	V
 Amuelesia	V
 Sino	DET
 Tawe	ADV
.	PUNCT
 Wele	NN
 Omunyali	ADJ
 Owa	CONJ
 Bioos	ADV
 Enywe	PRON
.	PUNCT
 Chingoba	NN
 chichabotook 	V
helesibwa 	V
akhamukholele 	V
enywe	PRON
 ario	DET
 khukhwola	V
 ne	CONJ
 kamasiisi	NN
 kamaleeyi 	ADJ
mu	ADP
 nicho	PRON
 mwa	ADP
-	PUNCT
 Nga	CONJ
 Mubuna	V
. 	PUNCT
62	NUM
 Aakhaba 	ADP
ne 	CONJ
 muli 	V
bakall	ADJ
 suubilamo	NN
 chilakwa	V
.	PUNCT
 Datter	X
Nga	CONJ
 ching'enieesi	NN
,	PUNCT
 bakeekhe 	ADJ
mwinywe	PRON
 :-_	PUNCT
53	NUM
""""	PUNCT
Ne	CONJ
 Enywe	PRON
 Mukhalie	
 Babaana	NN
 bong'ene	ADP
 bakhaone	V
,	PUNCT
 Sikila	CONJ
 Mwaba	V
 Bare	
 Benywe	PRON
 Babeene	PRON
 Nibo	PRON
 Musaala	V
,	PUNCT
 Baso	
-	PUNCT
 Ngu	ADP
 Khu	ADP
 Wele 	NN
Omunyali	ADJ
 Owa	CONJ
 Bioosi	ADV
 Leeli	ADP
 Ne	CONJ
 Bakhaana	NN
 Nibo	PRON
 Wele 	NN
Omunyali	ADJ
 Wele	NN
 Wenywe	PRON
.	PUNCT
63	NUM
 Nga	CONJ
 Wele	NN
 Omunyall	ADJ
 Owa	CONJ
