WORD	SPEECH TAG
NDI	V
NE	ADP
BAKHASI	NN
BANGE	PRON
BALI	V
NE	ADP
BISOMBO	NN
BOOSI	PRON
	
KAMAEMBA	NN
	
OMUKHANA	NN
ALI	V
EWENYWE	ADV
KARUNGA	V
CHIMBELE	NN
CHIKHANU	NN
	
KACHENJA	V
MUSIKAPO	NN
	
OMWEA	NN
KHUSITANDA	NN
	
PIKIPIKI	NN
KHUMUNINA	NN
	
OMUKHASI	NN
WE	ADP
SISOMBO	NN
	
PAPA	NN
ABIRIRE	V
KHUNO	DET
OMUROCHAKE	ADJ
	
SINYWA	DET
	
TAUTI	NN
MWISAMBA	NN
	
ENDA	NN
MUSITWEYA	NN
	
NDI	V
NEKHAFU	NN
YASE	DET
EKENDA	V
NESALA	V
	
LISIEBEBE	NN
	
KHASANDUKU	NN
MULAMWA	ADJ
	
SIBURITI	NN
	
MBIRIRE	V
EYI	ADP
BANJOKELELA	V
	
CHISI	NN
KHUMAFWI	NN
	
SIKUMBA	NN
NE	CONJ
KUMUNYU	NN
	
KAMAFWI	NN
NE	CONJ
KAMENYI	NN
	
OMWEKESIA 	NN
AKONA	V
NE	CONJ
BASOMA 	NN
BAYOKELA	V
	
CHISI	NN
KHU	ADP
MAFWI	NN
	
NAKHOLO	NN
KEMA	V
KHUSILI	NN
KALANGA	V
ENJALA	NN
EBUWANGA	NN
	
CHIMBEBA	NN
KHULUCHO	NN
	
NAKHOLO	NN
KEMA	V
KHUSILI	NN
KALOLA	V
EBUWANGA	NN
	
SISIOLE	NN
	
TONDO	NN
WAFWA	V
TONDO	NN
WAKOBOLA	V
	
ENOMBELA	NN
YE	ADP
LIPWONI	NN
	
MUTIEMBU	NN
KHU	ADP
NDIA	V
	
ENDEMU	NN
MUMECHI	NN
	
YIMA	V
MWANGELEKHA	NN
KHUNALANE	V
BUNALA	NN
	
BUSUMA	NN
BWE	ADP
BULO	NN
NE	CONJ
MURERE	NN
	
NANINA	V
KHU	ADP
MUSALA	NN
NEKHELA	V
KUMUKONGO	NN
	
LIWA 	NN
LIKHUUNA	V
WEYELA	V
LILINDI	NN
	
NDOLELE	V
KHUBOLELE	V
	
EBARUA	NN
	
OMUKHANA	NN
ALI	V
EWENYWE	NN
KEKHALA	V
KEAKHILISIA	V
	
NACHILE	V
EMBALE	NN
NANYOLA	V
OMUSUNGU	NN
ALOMA	V
LUSUNGU	NN
FWOT	ADJ
FWOT	ADJ
	
MANGICHORIE	NN
KHWIROFU	NN
	
SESELA	V
MUMBOKA	NN
	
LUBEKO	NN
MWICHUNE	NN
	
TOPE	NN
MWANGELEKHA	NN
	
EKHISI	NN
MUMAKANDA	NN
	
KUFUFULE	V
KUMOTOLE	NN
	
KUMULILO	NN
MWIBIBI	NN
