WORD	SPEECH TAG
OMUSANI	NN
MULALA	ADJ
AMAKHUFWA	V
ABWENE	DET
NE	CONJ
ABWENE	DET
NGA	ADP
EYI	ADP
OWASIE	NN
OKUNDI	ADJ
NASALILA	V
CHINYAMA	NN
BUBI	ADV
ENYUMA	ADP
WE	CONJ
KHUKHWITUBA	V
MUMARABA	NN
KE	ADP
KHUMWANDA	NN
MUMBEKA	NN
CHE	ADP
SAVANA	NN
AKARI	PREP
WA	ADP
MAKHESE	NN
NE	CONJ
EMISIKHU	NN
KHUMUANDA	NN
KUMUBOFU	ADJ
KUKWAMA	V
EWEBUYE	NN
KHUCHA	V
EKITALI	NN
.	PUNCT
KHULONDEKHANA	ADP
NENDE	CONJ
BABONE	NN
KAMARABA	NN
AKO	ADP
EMUTOKA	NN
ENDITI	ADJ
ESAMBO	NN
YA	ADP
TOYOTA WISH	NN
ETUYANE	V
BIRWE	NN
NE	CONJ
EPIKIPIKI	NN
YA	CONJ
BODABODA	NN
LIBA	ADP
LIKHOLELE	V
LIFWA	NN
LIO	ADP
OMUNDU	NN
MULALA	DET
OBELE	V
KHUPIKIPKI	NN
EYO	DET
.	PUNCT
LILOMEKHA	NN
MBO	CONJ
KAMARABA	NN
AKO	ADP
KAMANANE	V
NENDE	CONJ
NAMWIFWELI	NN
ENGALI	ADJ
EBELE	ADP
KHUMUANDA	NN
OKWO	DET
KHULONDELA	V
EFULA	NN
EKWILE	V
BISE	ADP
BIE	ADP
SILO	ADV
.	PUNCT
OMUNDU	NN
OSALILE	V
CHINYAMA	NN
AYILILWE	V
MWIKANGILO	NN
LIE	ADP
EMISHENI	NN
LIE	ADP
ELUGULU	NN
NGA	ADP
EYI	ADP
KUMUBILI	NN
KWO	ADP
OMUFU	NN
NEKUYILWA	V
MUNJU	NN
YE	ADP
KHUBIKHAMO	ADJ
BAFU	NN
MWIKANGILO	NN
LIBOFU	ADJ
LIE	ADP
EWEBUYE	NN
.	PUNCT
KHULONDEKHANA	CONJ
KAMARABA	NN
AKO	ADP
BAMENYA	V
KHUNDULO	ADV
KHWE	ADP
KUMUANDA	NN
OKWO	ADP
BALIKHOBAREBA	V
BATIMI	NN
BE	ADP
CHIPIKIPIKI	NN
NEBALIMO	ADP
BAKHALABANI	NN
BA	ADP
BODABODA	NN
KHUBA	V
MESO	V
KHUMIANDA	NN
BISE	ADV
BIE	ADP
EFULA	NN
BINO	DET
.	PUNCT
BAMAKHUREBA	V
SEREKALI	NN
KHURA	V
BIKHINGILILI	NN
BIE	ADP
LISERENGEKHA	ADJ
LIE	ADP
KAMATOKA	NN
KHUMUANDA	NN
OKWO	DET
KHUKHINGILILA	V
KAMARABA	NN
KA	ADP
KHASE	ADV
NE	CONJ
KHASE	ADV
MUMBEKA	NN
ECHO	DET
.	
