BUK ANNOTATION  283 1	
WORD	POS
SITABU 	NN
SIE	ADP
""""	PUNCT
KHUBALA	NN
""""	PUNCT
SIBOOLA	V
LUKANO	NN
LWE	ADP
BAISSIRAELI	NN
KHU	ADP
BIISE	ADV
BIBIOOLA	V
EMBI	ADV
KIMIKO	NN
KAMA	
KHUMI	NUM
KANE	NUM
.	PUNCT
BIISE	ADV
BINO	DET
BIISE	ADV
KHUKHWAMA\KHU	ADV
NDAALO	NN
NIYO	DET
BANIINA	V
KHUSIKULU	NN
SIA	ADP
SINAI	NN
KHUKHWOLA	V
NGA	DET
BOOLA	V
KHU	ADP
LWAKHALWE	NN
BUKWE	NN
,	PUNCT
LWE	ADP
SIBALA	NN
NISIO	AD
WELE	NN
ALAKA	V
KHUBAELESIA	V
.	PUNCT
LISINA	NN
LIESITABU	NN
SINO	DET
SIEKESIA	V
SIKHILWA	NN
SINO	DET
SIBOOFU	ADJ
SIE	ADP
LUKANO	NN
LUNO	DET
.	PUNCT
SIKHOLWA	NN
SINO	DET
SILI	V
,	PUNCT
KHUBALA	V
NIKHWO	PRON
MUSA	NN
KHWE	ADP
BAISSIRAELI	NN
A	
SIKIULU	NN
SIA	ADP
SINAI	NN
.	PUNCT
MUSA	NN
ABALA	V
BAANDU	NN
NE	CONJ
BAKHAREKUKHA	V
KHU	ADP
WECHAMA	NN
A	
SIKULU	NN
SIA	ADP
SINAI	NN
TAWE	
.	PUNCT
LUNDI	CONJ
ABALA	V
MUSIBALA	NN
SIA	ADP
MOABU	NN
,	PUNCT
EBUKWE	NN
WA	ADP
YORITANI	NN
EMBI	ADJ
SELUKHO	NN
NDALA	NUM
NE	CONJ
BIRIRE	
,	CONJ
KHUKHWAMA\KHU	ADJ
KHU	ADP
LIBALA	NN
LIESITABU	NN
KHUNYOA	V
.	PUNCT
BIISE	NN
BIE]	ADP
AKARI	ADJ
WE	ADP
KAMABALA	NN
KABILI	NUM
KANO	DET
,	PUNCT
BAISSIRAELI	NN
BACHA	V
E	ADP
KADESHI	NN
-	PUNCT
BARINEA	
KHU	ADP
LWAKHA	NN
LWE	ADP
EBUNAFUBO	NN
MU	ADP
KANAANI	NN
.	PUNCT
NEKAKHALI	
BAKHILWA	
KHUKHWINGILA	
MU	
SIBALA	
SIE	
NDAKANO	
KUKHWAMA	
EBWEENEYO	
.	
ENYUMA	
WE	
KHUMENYA	
KIMIIKOKIMIKALI	
MU	
SIBALA	
ESIO	
,	
BAACHA	
EBUKWE	
WEWE	
LULUUCHI	
LWA	
YORITANI	
NIO	
BAISSIRAELI	
BALALA	
BARAKIKHA	
KHUMENYA	
.	
LUNDI	
EBWENEYO	
BAISSIRAELI	
BABAANDI	
BEREKEKHA	
KHU	
ICHWAMBUKHA	
LULUUCHI	
LWA	
YORITANI	
BENGILE	
MU	
KANAANI	
.	
SITABU	
SIE	
KHUBALA	
SILI	
LUKANO	
LWE	
BABAANDU	
BABAFWA	
KIMIOOYO	
BIISE	
BILALA	
LUNDI	
BIRIA	
BUTINYU	
NGA	
BWABAKKWAKHO	
.	
BABAANDU	
BANO	
BANJUKHA	
WELE	
NE	
MUSA	
.	
MUSA	
ALI	
NIYE	
WELE	
AARO	
BORA	
KHURANGIRIRA	
BAISSIRAELI	
.	
LULUUCHI	
LUKANO	
LWE	
BASUUBILWA	
BA	
WELE	
NE	
BULIINDI	
BWABAKKWAKHO	
WELE	
KHU	
NIBO	
AKHABA	
NE	
BABA	
BATEKHELE	
,	
LUNDI	
SILEKA	
,	
LULI	
LKANO	
LE	
LILIEKHALILIKHA	
KHU	
WELE	
,	
NE	
KHUBAANDU	
BEWE	
BAISIRAELI	
BEREKEKHA	
KHURURA	
KHU	
SIKULU	
SIA	
SINAI	
	
	
WE	
ENYUMA	
WE	
BAISIRAELI	
KHURURA	
MU	
SIBA	
KHUBALWA	
KHWE	
BAISIRAELI	
ABOOLELA	
MUSA	
MU	
SICHIIMI	
SIA	
SINAI	
KHULONDEKHANA	
NE	
BUKALII	
BWABWE	
,	
BULIINDI	
MALOMALOMA	
NE	
NAYE	
MWILEMA	
LIE	
KUMUOWE	
SISEECHA	
,	
MULALA	
SIA	
MULALA	
.	
BALA	
SE	
KHU	
NDALP	
EYE	
KHUNYOA	
,	
EYE	
KUMWESI	
BULI	
WE	
SISEECHA	
OWE	
BUKHULU	
BWE	
KWE	
KHABIILI	
KWE	
KUMWIIKO	
KWE	
KHABILI	
,KIMIIKO	
KAMAKHUMI	
KABILI	
NAMWE	
.	
