WORD	SPEECH TAG
Abimeleki	NN
okhwa	ADP
Gidioni	NN
acha	V
khu	ADP
balebe	NN
ba	ADP
maawe	NN
e	ADP
Shekemu	NN
.	PUNC
Nga	ADP
olayo	V
ababoolela	V
bareebe	V
babaandu	NN
ba	ADP
Shekemu	NN
bali	ADP
,	PUNC
""""	PUNC
Enywe	PRON
murobora	V
lilala	NN
siina	DET
?	PUNC
Ba	V
okhwa	ADP
Gidioni	NN
kamakhumi	ADJ
saba	ADJ
bamwaamie	NN
namwe	CONJ
omundu	NN
mulala	ADJ
?	PUNC
Khebulila	V
muli	ADP
Abimeleki	NN
ali	V
owenywe	DET
lundi	CONJ
kamafuki	NN
kenywe	DET
.	PUNC
""""	PUNC
Balebe	NN
ba	ADP
maawe	NN
baboolela	V
babaandu	NN
ba	ADP
Shekemu	NN
kamakhuwa	NN
ako	DET
koosi	ADJ
,	PUNC
mala	CONJ
babaandu	NN
ba	ADP
Shekemu	NN
bakhalaka	V
khuloonda	V
Abimeleki	NN
sikila	CONJ
aba	ADP
omulebe	NN
wabwe	DET
.	PUNC
Bamua	V
bitonyi	NN
bie	PREP
fwesa	NN
kamakhumi	ADJ
saba	ADJ
khukhwama	PREP
mu	ADP
lukaangu	NN
lwa	PREP
Baali	NN
.	PUNC
Chirupia	NN
chino	DET
aana	N
nga	CONJ
kumuruuru	NN
khu	ADP
baandu	NN
be	PREP
sipoli	NN
lundi	CONJ
be	PREP
situluungu	NN
mala	ADP
baamuloondakho	NN
.	PUNC
Nio	ADP
acha	V
munju	NN
eya	ADP
raraawe	NN
e	PREP
Ofira	NN
mala	ADP
erera	V
bawandaaye	NN
be	PREP
sisoleeli	NN
kamakhumi	ADJ
saba	ADJ
khu	ADP
libaale	NN
lilala	ADJ
.	PUNC
Yotamu	NN
,	PUNC
wandaaye	NN
omusoleeli	ADJ
omutiiti	ADJ
owa	ADP
Gidioni	NN
ekisa	V
mala	ADP
khwirwa	V
tawe	DET
.	PUNC
Nio	ADP
babaandu	NN
be	ADP
chingoba	NN
cha	ADP
Shekemu	NN
nende	CONJ
be	ADP
mu	PREP
sibala	NN
sie	ADP
Kimiliinda	NN
Beti	ADJ
-	PUNC
milo	NN
bebuusia	V
alala	ADV
mala	ADP
bacha	V
a	ADP
murongooro	NN
kumukhoonge	ADJ
e	ADP
Shekemu	NN
bamiia	V
Abimeleki	NN
.	PUNC
Nga	ADP
Yotamu	NN
aulila	V
kakekholeekhe	NN
,	PUNC
acha	V
eema	V
khu	ADP
ngaaki	NN
khwe	ADP
sikulu	NN
sia	PREP
Kerisimu	NN
mala	ADP
apa	V
luyoka	NN
nende	CONJ
ababoolela	V
ali	ADP
,	PUNC
""""	PUNC
Enywe	PRON
baandu	NN
ba	ADP
Shekemu	NN
,	PUNC
ndekeresie	V
,	PUNC
nio	ADP
Wele	NN
yesi	DET
amurekereesie	V
enywe	PRON
!	PUNC
Khale	ADV
kimirongooro	NN
kiebuusia	V
alala	ADV
khurobora	V
omwami	NN
wakio	DET
,	PUNC
kiaboolela	V
kumurongooro	NN
kumuseituni	ADJ
kili	ADP
,	PUNC
""""	PUNC
Ewe	PRON
khwaamie	V
efwe	PRON
.	PUNC
""""	PUNC
Kumurongooro	NN
kumuseituni	ADJ
kwakobosia	V
kuli	ADP
,	PUNC
""""	PUNC
Enywe	PRON
mwenya	V
ese	PRON
ndekhe	V
khurusia	V
kamafura	NN
kase	DET
karumikhanga	V
khuelesia	V
bawele	NN
,	PUNC
nende	CONJ
babaandu	NN
lukoosi	NN
mala	ADP
emwamiie	V
?	PUNC
""""	PUNC
Nio	ADP
kimiongooro	NN
kiaboolela	V
kumurongooro	NN
kumutuli	ADJ
kili	ADP
,	PUNC
""""	PUNC
Ewe	PRON
yiicha	V
okhwamiie	V
efwe	PRON
,	PUNC
""""	PUNC
nende	CONJ
kumutuli	NN
kwakikobosia	V
kuli	ADP
,	PUNC
""""	PUNC
Ese	PRON
nende	CONJ
mwaamiie	NN
aba	ADP
nenyekhana	V
ndekhe	V
khurusia	V
bibiaamo	NN
bilayi	ADJ
lundi	CONJ
binulu	ADJ
.	PUNC
""""	PUNC
Nio	ADP
kimirongooro	NN
kiaboolela	V
kumusabibu	NN
kili	ADP
,	PUNC
""""	PUNC
Ewe	PRON
yiicha	V
obe	V
omwami	NN
wefwe	DET
.	PUNC
""""	PUNC
kumusabibu	NN
kwakobosia	V
kuli	ADP
,	PUNC
""""	PUNC
Ese	PRON
ne	CONJ
mwaamiia	V
enywe	PRON
,	PUNC
nenyekhana	V
ndekhe	V
khurusia	V
endali	NN
ekholanga	ADJ
bawele	NN
ne	CONJ
babaandu	NN
basangaala	V
.	PUNC
""""	PUNC
Nio	ADP
kimirongooro	NN
kioosi	DET
kiaboolela	V
sichakha	NN
sie	PREP
kamawa	NN
kili	ADP
,	PUNC
""""	PUNC
Ewe	PRON
yiicha	V
okhaamie	V
efwe	PRON
.	PUNC
""""	PUNC
sichakha	NN
sie	PREP
kamawa	NN
siakobosia	V
sili	ADP
,	PUNC
""""	PUNC
Mwaaba	V
ng'ali	ADV
ne	CONJ
mwenya	V
ese	PRON
mbe	V
omwami	NN
wenywe	DET
,	PUNC
yiicha	V
mala	ADP
mwikhale	V
mu	ADP
siniini	NN
siase	DET
.	PUNC
Mwaba	V
ne	CONJ
mukhakhola	V
murio	DET
tawe	DET
,	PUNC
kumulilo	NN
kulaburukha	V
khukhwama	PREP
musakia	NN
chase	DET
che	ADP
kamawa	NN
mala	ADP
