WORD	POS
Tawe	ADV
,	PUNCT
omwiiri	NN
anyala	
elukhila	V
mu	ADP
Lula	
-	
la	
ne	CONJ
nafwe	PRON
fwesi	ADJ
khuli	V
Balamu	V
endaalo	NN
khu	AP
ngoba	NN
chino	DET
mala	CONJ
Aona	V
Khu	ADP
be	V
Yino	DET
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
aalo	V
kholo	NN
eya	ADP
Rubeni	NN
lwabayo	V
lukoba	NN
lwa	ADP
maloma	V
khwinywe	PRON
moni	NN
na	CONJ
moni	NN
a	
Beseri	NN
khu	ADP
mweyeywe	NN
kwe	ADP
mu	ADP
Sichiimi	NN
,	PUNCT
sikulu	NN
khubirira	V
mu	ADP
Mulilo	NN
.	PUNCT
""""	PUNCT
Ese	PRON
nema	V
khu	ADP
be	ADP
kholo	NN
eya	ADP
Kati	NN
lwabayo	V
lukoba	NN
akari	ADJ
wenywe	PRON
ne	CONJ
Wele	NN
Omunyali	ADJ
Owa	ADP
lwa	ADP
Ramoti	NN
,	PUNCT
mu	ADP
sibala	NN
sia	ADP
Kileati	NN
ne	CONJ
khu	ADP
Bioosi	DET
,	PUNCT
siise	NN
esio	DET
khumuboolela	V
enywe	PRON
be	ADP
kholo	NN
eya	ADP
Manase	NN
lwabayo	V
lukoba	NN
lwa	ADP
niko	DET
Aaloma	V
.	PUNCT
Nakhola	V
ndio	DET
sikila	CONJ
enywe	PRON
Kolani	NN
,	PUNCT
mu	ADP
sibala	NN
sia	ADP
Bashani	NN
.	PUNCT
mwaria	V
Kumulilo	NN
,	PUNCT
ne	CONJ
se	
mwanyala	V
khu	ADP
il	
niina	V
khu	ADP
sikulu	NN
Tawe	ADV
Limanyisia	NN
khu	ADP
liaana	NN
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
aaloma	V
Lilaka	NN
lia	ADP
Wele	NN
Ali	DET
Ese	PRON
ndi	V
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
Kano	DET
kali	V
kamalaka	NN
ka	ADP
Wele	NN
niko	DET
Wele	NN
wenywe	PRE
owamurusia	V
enywe	PRON
khu	AP
Musa	NN
aelesia	V
Baisiraeli	NN
.	PUNCT
45	NUM
Aababoolela	V
khwama	V
mu	ADP
sibala	NN
sia	ADP
Misiri	NN
munju	NN
eye	ADP
ne	CONJ
bamalile	V
khurura	V
mu	ADP
Misiri	NN
,	PUNCT
46	NUM
Baba	V
Bunasioobi	NN
.	PUNCT
engelekha	NN
we	ADP
luluuchi	NN
lwa	ADP
Yoritani	NN
mu	ADP
Okhaba	V
ne	CONJ
bawele	NN
babaandi	PRON
nekhali	CONJ
litooma	NN
lilialoleelela	ADJ
Beti-peori	NN
,	PUNCT
mu	ADP
ese	PRON
Tawe	ADV
.	PUNCT
sibala	NN
sia	ADP
Sihoni	NN
aba	V
Omwami	NN
Okhekholela	V
bifwaani	NN
bie	ADP
sisiindu	NN
owe	ADP
Baamori	NN
ba	ADP
bamenyanga	V
Heshibo	NN
siosi	ADV
siosi	ADV
siili	V
mwikulu	NN
angaaki	ADV
namwe	CONJ
Ni	
.	PUNCT
Musa	NN
ne	CONJ
babaandu	NN
ba	ADP
Isiraeli	NN
baula	V
khu	ADP
sibala	NN
asi	ADV
namwe	CONJ
mu	ADP
meechi	NN
asi	ADV
we	ADP
Baamori	NN
nga	CONJ
Baisiraeli	NN
baba	V
ne	CONJ
Bami	NN
sibala	NN
tawe	ADV
Okhabinamila	V
namwe	CONJ
obi	
le	
e	
Misiri	NN
.	PUNCT
47	NUM
Baisiraeli	NN
bengisia	V
sibala	NN
kholele	V
Tawe	ADV
,	PUNCT
sikila	CONJ
ese	PRON
Wele	NN
Omunyali	ADJ
sia	ADP
Sihoni	NN
ne	CONJ
sibala	NN
sia	ADP
Oku	NN
omwami	NN
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
wowo	PRON
ndi	V
Wele	NN
owa	ADP
Bashani	NN
.	PUNCT
Abo	DET
baba	V
babaami	NN
babili	NN
Likhendekha	NN
.	PUNCT
Ese	PRON
mbukuuma	NN
babaana	NN
be	ADP
Baamori	NN
babamenyanga	V
ebukwe	ADP
we	ADP
sikila	CONJ
bubwoni	NN
bwe	ADP
basaasi	NN
Babwe	PRON
,	PUNCT
khu	ADP
luluuchi	NN
lwa	ADP
Yoritani	NN
.	PUNCT
48	NUM
Sibala	NN
sino	DET
siama	ADP
khwola	V
khu	ADP
bechukhulu	NN
ne	CONJ
khu	ADP
bisoni	NN
khu	ADP
lukoba	NN
lwa	ADP
Aroeri	NN
khu	ADP
ndulo	ADJ
khwe	ADP
biaabo	NN
babambiila	V
Ese	PRON
.	PUNCT
10	NUM
Ne	CONJ
kakhali	CONJ
litooma	NN
lia	ADP
Arinoni	NN
khukhwola	V
khu	ADP
Sikulu	NN
nekesia	V
busiime	NN
bwase	PRON
bwa	ADP
buli	DET
lwosi	DET
lu	
sia	ADP
Sirioni	NN
,	PUNCT
nisio	PRON
sikulu	NN
sia	ADP
Herimoni	NN
.	PUNCT
Khu	ADP
baandu	NN
bakalie	NN
babasiima	V
ne	CONJ
Lundi	CONJ
siatubaasia	V
ne	CONJ
