WORD	SPEECH TAG
Aburahamu	NN
Amukobosia	V
ali	ADP
""""	PUNCT
kamasubeni	NN
saba	ADJ
kano	DET
bukula	V
,	PUNCT
mala	ADP
obe	V
omuloli	NN
wase	PRON
,	PUNCT
oli	ADP
ese	PRON
nise	DET
owayaba	V
esebele	NN
yino	DET
""""	PUNCT
.	PUNCT
Khwako	ADP
abuundu	NN
ao	DET
alaangwa	V
bali	ADP
Berisheeba	NN
sikila	ADP
abwenao	DET
boombi	PRON
bechuba	V
.	PUNCT
Nio	ADP
bakhola	V
endakano	NN
a	ADP
Berisheeba	NN
.	PUNCT
Enyuma	ADP
wako	DET
Aimeleki	NN
ne	CONJ
Fikoli	NN
,	PUNCT
komanda	NN
owe	ADP
banamae	NN
bewe	PRON
,	PUNCT
barekukha	V
bakobola	V
mu	ADP
sibala	NN
sia	ADP
Bafilisiti	NN
.	PUNCT
Aburahamu	NN
abiaala	V
kumurongoro	NN
kumutamariski	NN
mu	ADP
Berisheeba	NN
,	PUNCT
mala	ADP
esaaya	V
Wele	NN
Omunyali	NN
owa	ADP
bioosi	NN
,	PUNCT
Wele	NN
owa	ADP
mindali	DET
na	CONJ
mindali	DET
.	PUNCT
Aburahamu	NN
aaba	V
omukwa	NN
mu	ADP
sibala	NN
sie	ADP
Bafilisiti	NN
chindaalo	NN
chingali	ADJ
.	PUNCT
Wele	NN
abolela	V
Aburahamu	NN
khuana	V
Isaaka	NN
Enyuma	ADP
Wele	NN
bibindu	NN
bino	DET
Wele	NN
akela	V
Aburahamu	NN
.	PUNCT
Amulaanga	V
ali	ADP
,	PUNCT
""""	PUNCT
Aburahamu	NN
""""	PUNCT
Aburahamu	NN
afukilila	V
ali	DET
""""	PUNCT
Ese	PRON
niyooyu	V
""""	PUNCT
.	PUNCT
Wele	NN
aloma	V
ali	DET
,	PUNCT
""""	PUNCT
Bukula	V
omwana	NN
wowo	PRON
,	PUNCT
omuteelwa	ADJ
Isaaka	NN
,	PUNCT
niye	PRON
wasiima	V
,	PUNCT
mala	CONJ
oche	V
mu	ADP
sibala	NN
sia	ADP
Moria	NN
,	PUNCT
khuana	V
sikulu	NN
nisio	DET
kane	ADP
khwekesie	V
,	PUNCT
mala	CONJ
omuanileyo	V
nga	CONJ
embosio	NN
khwise	PRON
.	PUNCT
Nio	ADP
Aburahamu	NN
enyokha	V
makhelebende	ADJ
,	PUNCT
Asaaka	V
chikhu	NN
che	ADP
khukhwosia	V
embosio	NN
mala	CONJ
achira	V
khu	ADP
mukoongo	NN
kwe	ADP
epunda	NN
.	PUNCT
Nio	ADP
abukula	V
bakholi	NN
bewe	PRON
babili	NUM
,	PUNCT
no	ADP
mwana	NN
wewe	PRON
Isaaka	NN
,	PUNCT
arekukha	V
acha	V
abuundu	NN
nio	ADP
Wele	NN
aaba	V
ne	CONJ
amuboolele	V
.	PUNCT
Khu	ADP
ndaalo	NN
ekhola	V
khataru	ADJ
,	PUNCT
Aburahamu	NN
abona	V
abuundu	NN
chana	DET
sinaaokho	ADP
.	PUNCT
Aboolela	V
bakholi	NN
bewe	PRON
ali	DET
,	PUNCT
""""	PUNCT
Enywe	PRON
rama	V
ano	ADP
ne	CONJ
punda	NN
.	PUNCT
Ese	PRON
no	CONJ
musoleeli	NN
yuno	DET
khulacha	V
eyo	ADP
khwisaye	V
Wele	NN
mala	CONJ
khukobole	V
.	PUNCT
""""	PUNCT
Aburahamu	NN
atiuukha	V
Isaaka	NN
,	PUNCT
omwana	NN
wewe	PRON
,	PUNCT
chikhu	NN
che	ADJ
khukhwosia	V
embosio	NN
ne	CONJ
niye	CONJ
