WORD	POS
Bali	DET
be	ADP
lisaaye	NN
lia	ADP
Anaki	NN
,	PU
mwaulila	V
ne	CONJ
Bioosi	DET
ambelesia	V
ese	PRON
kamabaale	NN
kabili	NN
liboolwa	V
Lili	DET
,	PUNCT
Mbao	ADJ
onyala	V
eema	V
Ebwee	
niko	PRON
omwene	PRON
Aandikakho	V
.	PU
Kamabaale	NN
ni	
we	
Baanaki	NN
Tawe	AV
.	PUNCT
3	NUM
Khwako	ADP
manya	V
ako	DET
kabaakho	V
kamakhuwa	NN
koosi	ADJ
niko	PRON
endaalo	NN
yino	DET
muli	V
Wele	NN
Omunyali	ADJ
Owa	ADP
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
aalomalo	
Bioosi	DET
,	PUNCT
Wele	NN
wenywe	PRON
niye	V
olarangira	V
ma	
ne	CONJ
nanywe	PRON
khukhwama	ADP
mu	ADP
mulilo	NN
ebweeni	PRON
wenywe	PRON
nga	CONJ
kumulilo	NN
Kutiri	
khu	ADP
ndaalo	NN
niyo	DET
mwebusiliakho	V
a	
siku	
Ra	
.	PUNCT
Akhabaule	V
mala	CONJ
Ababunie	V
.	PUNCT
Ne	CONJ
enywe	PRON
Enyuma	ADP
we	ADP
chindaalo	NN
kamakhumi	NN
mukhabaoone	V
mala	CONJ
mubabunie	V
khangu	ADV
Kane	NN
,	PUNCT
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
ambe	V
nga	CONJ
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
Amulaki	
lesia	
ese	PRON
kamabaale	NN
kabili	NN
ke	PRON
kamalaka	NN
Te	
.	
neke	
Endakaano	NN
.	PUNCT
4	NUM
“	PUNCT
Enyuma	ADP
wa	ADP
Wele	NN
Omunyali	ADJ
Owa	ADP
12	NUM
“	PUNCT
Nio	ADP
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
Bioosi	DET
,	PUNCT
Wele	NN
wenywe	PRON
khurusiamo	V
Babaa	V
amboolela	V
Ali	DET
,	PUNCT
Yiikha	V
asi	ADJ
khangu	ADV
sikila	CONJ
ndu	
Bano	DET
,	PUNCT
mukhaloma	V
Muli	DET
,	PUNCT
Khwaba	V
babaandu	NN
Bowo	PRON
,	PUNCT
nibo	PRON
warangirira	V
khu	ADP
baluungi	ADJ
nio	ADP
liakila	V
Wele	NN
Omunyali	ADJ
Owa	ADP
khwama	V
mu	ADP
Misiri	NN
bakholile	V
kakhali	CONJ
Bioosi	DET
akhureera	V
mu	ADP
sibala	NN
sie	ADP
engakha	ADJ
ng'ali	NN
Tawe	ADV
.	PUNCT
Bayuukhile	V
khale	ADV
balekhile	V
sino	DET
Tawe	ADV
.	PUNCT
Ne	CONJ
kakhali	CONJ
Wele	NN
Omunyali	ADJ
niko	V
