BUKUSU POS ANNOTATION 4	
OMULONDELA	NN
WO	DET
UMURUKI	NN
WE	DET
SIBALA	NN
WILIAM	NN
RUTO	NN
EKICHILE	V
ABO	PRON
BALAPILANGA	V
KHUNGAKI	ADV
ENGANAKANI	NN
YEWE	PRON
YE	DET
KHULAMUSIA	V
ERUNDA	NN
YA	PREP
KENYA	NN
KHUBIRIRA	PREP
MUKHUELESIA	NN
BANAKENYA	NN
BE	PREP
ASI	ADV
KAMANI	NN
KHUKHOLA	V
BUKHALA	NN
-	PUNCT
BOTTOMS	ADV
UP	ADV
ECONOMY	X
	
NALOMALOMA	V
ENYUMA	PREP
WE	PREP
KHUKHWITUBA	V
MWIBUKANA	NN
LIA	PREP
JUMAPILI	ADV
MWITEMBELI	NN
LIE	PREP
BAKATOLIKA	NN
LIA	PREP
ST	NN
MICHAEL	NN
LANGATA	NN
MUSIRIMBA	NN
SIBOFU	ADJE
SIA	PREP
NAIROBI	NN
,	PUNCT
RUTO	NN
AMAKHUBOLA	V
ALI	DET
BABANDU	NN
BALAPILANGA	V
KHUNGAKI	ADV
ENGANAKANI	NN
YEWE	PRON
EYO	DET
SEBAMANYILEKHO	V
SIOSI	ADV
SIOSI	ADV
KHULONDEKHANA 	
NE	CONJ
ERUNDO	NN
YA	PREP
KENYA	NN
TAWE	ADV
.	PUNCT
