WORD	SPEECH TAG
Mala	CONJ
acha	V
e	ADP
padan	NN
-	PUNCT
aramu	NN
.	PUNCT
Nio	CONJ
nga	CONJ
Esau	NN
ne	CONJ
abona	V
ali	DET
bakhaana	NN
bakanaani	ADJ
se	COJ
basimisia	V
Isaaka	NN
tawe	ADP
,	PUNCT
acha	V
owa	CONJ
Ishmaeli	NN
okhwa	CONJ
Aburahamu	NN
,	PUNCT
mala	CONJ
ayila	V
omukhaana	NN
wewe	PRON
lisina	NN
bali	DET
Mahalati	NN
,	PUNCT
omukoko	NN
owa	CONJ
Nabaiothi	NN
.	PUNCT
Kamarooro	V
ka	CONJ
Yakobo	NN
e	CONJ
Beteli	NN
Yakobo	NN
arura	V
Beerisheba	NN
acha	V
lubeka	ADP
lwa	ADP
Harani	NN
.	PUNCT
Ne	CONJ
ola	V
abuundu	NN
nabulebe	NN
mala	CONJ
enyanga	NN
yakwa	V
,	PUNCT
akonao	V
siilo	NN
esio	DET
.	PUNCT
Abukula	V
libaale	NN
abuundu	NN
ao	DET
,	PUNCT
etikiya	V
emurwe	NN
mala	CONJ
akonao	V
.	PUNCT
Aroora	V
ali	DET
engaasi	NN
yemisiibwe	V
khu	ADP
sibala	NN
abuundu	NN
ao	DET
ne	CONJ
emurwe	NN
wayo	PRON
yolile	V
mwikulu	NN
,	PUNCT
ne	CONJ
malaika	NN
ba	CONJ
Wele	NN
baba	NN
balikho	V
baaninilakho	V
ne	CONJ
khukhwikhilakho	V
!	PUNCT
Ne	CONJ
Wele	NN
Omunyali	ADJ
Owa	CONJ
Bioosi	NN
aaba	ADV
emile	V
khungaaki	ADP
,	PUNCT
emurwe	NN
wayo	PRON
mala	CONJ
aloma	V
ali	DET
,	PUNCT
""""	PUNCT
Ese	PRON
Omunyali	ADJ
Owa	ADP
Bioosi	NN
,	PUNCT
Wele	NN
owa	ADP
papa	NN
wowo	PRON
Aburahamu	NN
lundi	CONJ
Wele	NN
owa	ADP
Isaaka	NN
,	PUNCT
""""	PUNCT
sibala	NN
nisio	DET
okonilekho	V
sino	DET
,	PUNCT
ndikhua	V
ewe	PRON
ne	CONJ
lisaaye	NN
liowo	PRON
.	PUNCT
lisaaye	NN
liowo	PRON
lilaba	V
likali	ADJ
nga	ADP
lipukhulu	NN
mala	CONJ
olibalaa	V
khu	ADP
sibala	NN
lubeka	ADJ
lwe	ADP
mumbo	NN
,	PUNCT
ebukwe	NN
,	PUNCT
ebunaswa	NN
,ne	CONJ
siafubo	NN
.	PUNCT
Khubirira	V
mwiwe	PRON
ne	CONJ
lisaaye	NN
liowo	PRON
,	PUNCT
chikholo	NN
choosi	ADJ
chilibiitwa	V
chikhabi	NN
.	PUNCT
Ese	PRON
ndikhua	V
ne	CONJ
nawe	PRON
mala	ADP
ndakhulinda	V
buli	DET
abuundu	NN
osi	DET
osi	DET
nio	ADP
ocha	V
,	PUNCT
mala	ADP
ndikhukobosia	V
mu	ADP
sibala	NN
sino	DET
sikila	ADP
se	ADP
ndikhulekha	V
tawe	ADP
,	PUNCT
khukhwola	V
nga	ADP
ndikhola	V
niko	ADP
khuboolele	V
kano	DET
.	PUNCT
Nio	ADP
Yakobo	NN
asisimukha	V
khukhwama	ADP
mu	ADP
lilo	NN
liewe	DET
,	PUNCT
mala	ADP
aloma	V
ali	ADP
,	PUNCT
""""	PUNCT
Ngali	ADP
Wele	NN
Omunyali	NN
Owa	ADP
Bioosi	NN
ali	ADP
abuundu	NN
ano	DET
,	PUNCT
ne	CONJ
Ese 	PRON
ndi	V
Wele	NN
abeele	V
se	ADP
namanyilekho	V
tawe	ADP
!	PUNCT
""""	PUNCT
Mala	ADP
aria	V
lukali	ADV
ne	CONJ
aloma	V
ali	ADP
,	PUNCT
Abuundu	NN
ano	DET
arisia	V
lukali	ADV
!	PUNCT
Ano	PRON
se	ADP
ali	V
abuundu	NN
aandi	DET
busa	ADP
tawe	ADP
ne	CONJ
kakhali	ADP
ali	V
enju	NN
eya	ADP
Wele	NN
mala	ADP
ano	DET
sili	V
silibwa	NN
sie	ADP
mwikulu	NN
.	PUNCT
Nio	CONJ
Yakobo	NN
enyokha	V
makhelebende	ADV
abukula	V
libaale	NN
nilio	ADP
aaba	V
ne	ADP
eetikiye	V
emurwe	NN
mala	ADP
alisimikha	V
nga	ADP
enjekomala	NN
achukha	V
kamafura	NN
khungaaki	DET
khwalio	NN
.	PUNCT
Atiukha	V
abuundu	NN
ao	DET
ali	ADP
Beteli	NN
{	PUNCT
ne	CONJ
lisina	NN
liewe	DET
lukoba	NN
lwe	ADP
abuundu	NN
ao	DET
mu	ADP
khunyoa	V
liaba	V
bali	ADP
Lusi	NN
}	PUNCT
Yakobo	NN
echuba	V
ne	CONJ
aloma	V
ali	ADP
,	PUNCT
""""	PUNCT
kaaba	CONJ
bali	ADP
Wele	NN
alaba	V
ne	CONJ
nase	PRON
,	PUNCT
mala	ADP
alaniinda	V
khu	ADP
lukeendo	NN
nilwo	ADP
ndikhola	V
nja	V
luno	DET
ne	CONJ
alamba	V
siakhulia	NN
ne	CONJ
chingubo	NN
,	PUNCT
mala	ADP
noole	V
eya	ADP
paapa	NN
mu	ADP
muleembe	ADV
,	PUNCT
aba	ADP
nono	DET
Wele	NN
Omunyali	NN
Owa	ADP
Bioosi	NN
alaba	V
Wele	NN
wase	PRON
.	PUNCT
Libaale	NN
lino	DET
nilio	ADP
simiikhe	V
nga	ADP
enjeko	NN
lilaba	V
enju	NN
Yakobo	NN
Wele	NN
.	PUNCT
Ne	CONJ
khu	ADP
bioosi	DET
nibio	ADP
umba	V
ndaamua	V
sie	ADP
ekhumi	DET
.	PUNCT
""""	PUNCT
Yakobo	NN
ola	V
mungo	NN
mwa	ADP
Labani	NN
Yakobo	NN
achilila	V
ne	CONJ
lukeendo	NN
lwewe	DET
,	PUNCT
mala	ADP
ola	V
mu	ADP
sibala	NN
sie	ADP
babaandu	NN
Beteli	NN
bukwe	DET
.	PUNCT
Nga	ADP
alola	V
,	PUNCT
abona	V
esebele	NN
mu	ADP
lukoongo	NN
olwo	DET
,	PUNCT
mala	ADP
kiminyele	NN
kitaru	ADJ
kie	ADP
kamakheese	NN
kiaba	V
kiakonile	V
andulo	ADV
wayo	DET
.	PUNCT
Kiminyele	NN
ekio	DET
kianywechanga	V
mu	ADP
sebele	NN
yino	DET
.	PUNCT
Libaale	NN
libalayi	ADJ
liaba	V
emunwa	NN
We	ADP
sebele	NN
.	PUNCT
Yabechanga	V
oli	ADP
kiminyele	NN
kioosi	ADJ
kiechile	V
alala	ADV
,	PUNCT
ne	CONJ
babaayi	NN
bapiringisia	V
libaale	NN
lirura	V
emunwa	NN
we	ADP
sebele	NN
,	PUNCT
banyweesia	V
kamakhese	NN
,	PUNCT
oli	ADP
bamala	V
ne	CONJ
bakobosia	V
libaale	NN
emunwa	NN
we	ADP
sebele	NN
.	PUNCT
Yakobo	NN
areeba	V
babaayi	NN
ali	ADP
,	PUNCT
""""	PUNCT
Bawandayaase 	NN
enywe	DET
mwama	V
waena	ADV
?	PUNCT
""""	PUNCT
Bamukobosia	V
bali	ADP
,	PUNCT
""""	PUNCT
Efwe	PRON
khwama	V
Harani	NN
.	PUNCT
""""	PUNCT
Abareeba	V
ali	ADP
,	PUNCT
""""	PUNCT
Mumanyile	V
Labani	NN
okhwa	ADP
Naori	NN
?	PUNCT
""""	PUNCT
Bamukobosia	V
bali	ADP
,	PUNCT
""""	PUNCT
yee	ADP
khumumanyile	V
.	PUNCT
""""	PUNCT
Abareeba	V
ali	ADP
,	PUNCT
""""	PUNCT
Ali	V
omulamu	ADV
?	PUNCT
""""	PUNCT
Bamukobosia	V
bali	ADP
,	PUNCT
""""	PUNCT
Ali	V
omulamu	ADV
,	PUNCT
ne	CONJ
lola	V
,	PUNCT
omukhaana	NN
wewe	DET
Raeli	NN
niye	V
olikho	DET
wicha	V
ne	CONJ
kamakhese	NN
oyo	DET
!	PUNCT
""""	PUNCT
Yakobo	NN
aloma	V
ali	ADP
,	PUNCT
Enje	NN
esiili	V
kumuusi	ADV
busa	DET
ne	CONJ
siise	NN
sikhola	V
nisio	ADP
bibiaayo	NN
babusilamo	V
alala	ADV
tawe	ADP
.	PUNCT
Nywesia	V
kamakhese	NN
mala	ADP
muche	V
mukaaye	V
?	PUNCT
""""	PUNCT
Bamukobosia	V
bali	ADP
,	PUNCT
""""	PUNCT
sebele	V
khunyala	V
khwakhola	V
khurio	DET
tawe	ADP
,	PUNCT
khukhwola	V
nga	ADP
kiminyele	NN
kioosi	DET
kiebuusia	V
alala	ADV
,	PUNCT
mala	ADP
khupiringisie	V
libaale	NN
ne	CONJ
khunywesia	V
kamakhese	NN
.	PUNCT
""""	PUNCT
Nga	ADP
aba	PRON
asilomaloma	V
Raeli	NN
ola	V
ne	CONJ
kamakhese	NN
ka	ADP
rarawe	NN
,	PUNCT
sikila	CONJ
aaba	V
omwaayi	NN
wako	DET
.	PUNCT
Nga	ADP
Yakobo	NN
abona	V
Raeli	NN
,	PUNCT
omukhaana	NN
owa	ADP
khocha	NN
wewe	DET
Labani	NN
,	PUNCT
ne	CONJ
kamakhese	NN
,	PUNCT
Yakobo	NN
acha	V
apiringisia	V
libaale	NN
lirure	V
emunwa	NN
we	ADP
esebele	NN
,	PUNCT
mala	ADP
anyweesia	V
kumunyele	NN
kwa	ADP
khochaawe	NN
labani	NN
.	PUNCT
nio	ADP
yakobo	NN
ekwayila	V
raeli	NN
,	PUNCT
mala	ADP
alila	V
lukali	ADV
mu	ADP
busangaafu	NN
.	PUNCT
yakobo	NN
aboolela	V
raeli	NN
ali	ADP
,	PUNCT
""""	PUNCT
ndi	V
omulebe	NN
owa	ADP
paapa	NN
wowo	DET
,	PUNCT
omwana	NN
owa	ADP
rabeka	NN
""""	PUNCT
.	PUNCT
Raeli	NN
atima	V
acha	V
khuboolela	V
raraawe	NN
.	PUNCT
nga	ADP
labani	NN
aulila	V
kamakhuwa	NN
ko	ADP
mwiwana	NN
wewe	DET
,	PUNCT
atima	V
aacha	V
amwakaanana	V
mala	ADP
amukwakho	V
amwekhoyela	V
mala	ADP
amureera	V
munju 	NN
mwewe	DET
.	PUNCT
sikuumba	NN
Siase	DET
ne	CONJ
,	PUNCT
kamafuki	NN
kase	DET
.	PUNCT
""""	PUNCT
Yakobo	NN
amenya	V
naye	PRON
kumwesi	ADP
mulala	DET
.	PUNCT
Yakobo	NN
akholela	V
Labani	NN
nio	ADP
ayile	V
Raeli	NN
ne	CONJ
Lea	NN
Labani	NN
aboolela	V
Yakobo	NN
ali	ADP
,	PUNCT
""""	PUNCT
Ukholele	V
busa	ADP
bali	ADP
sikila	CONJ
oli	ADP
omulebe	NN
wase	DET
ku	ADP
?	PUNCT
Mboolele	V
kumuruungo	NN
kwowo	DET
kulaba	V
siina	ADP
?	PUNCT
""""	PUNCT
Nono	ADP
Labani	NN
aaba	V
ne	CONJ
bakhaana	NN
babili	ADV
,	PUNCT
lisina	NN
lio	ADP
omukhulu	NN
bali	ADP
Lea	NN
ne	CONJ
omuro	NN
bali	ADP
Raeli	NN
Lea	NN
aaba	V
ne	CONJ
chimoni	NN
chindekhele	ADJ
ne	CONJ
kakhali	ADP
Raeli	NN
aaba	V
omukhaana	NN
owe	ADP
lukoondo	NN
lulayi	ADJ
lundi	CONJ
osimisia	ADJ
.	PUNCT
Yakobo	NN
asiima	V
Raeli 	NN
mala	ADP
aloma	V
ali	ADP
,	PUNCT
""""	PUNCT
Ndakhukholela	V
kimiko	NN
saba	ADJ
nio	ADP
mbile	V
Raeli	NN
""""	PUNCT
Labani	NN
amukobosia	V
ali	ADP
,	PUNCT
""""	PUNCT
Buli	V
bulayi	ADV
khue	V
ewe	PRON
khukhila	ADP
ne	ADP
mba	V
omundu	NN
okundi	DET
.	PUNCT
Menya	V
ne	CONJ
nase	PRON
.	PUNCT
""""	PUNCT
Yakobo	NN
kakhola	V
kimiko	NN
saba	ADJ
khulwe	CONJ
khuyila	V
Raeli	NN
.	PUNCT
Khu	ADP
niye	PRON
siise	NN
siabonekha	V
sie	ADP
chindaalo	NN
ngekhe	ADJ
busa	ADP
chiri	V
,	PUNCT
sikila	CONJ
busiime	NN
nibwo	ADP
