WORD	POS
Bienebio	DET
.	PUNCT
18	NUM
Bakhalaki	NN
balaloleelesia	V
tawe	ADV
?	PUNCT
Aaba	V
ne	CONJ
aliio	V
akhoya	V
ache	V
engo	NN
.	PUNCT
kumusaango	NN
okwo	DET
.	PUNCT
Buloli	NN
bwaaba	V
ne	CONJ
buli	DET
Lekha	V
akhola	V
ario	DET
,	PUNCT
ne	CONJ
busa	ADV
akhola	V
ario	DET
bwe	ADP
bubeeyi	NN
,	PUNCT
omundu	NN
aaba	V
ne	CONJ
akiikhila	V
eererwa	V
mwiie	NN
,	PUNCT
mala	CONJ
omundu	NN
okundi	PRON
busa	ADV
owasie	PRON
,	PUNCT
19	NUM
mukhoya	V
mumureekho	V
eekhoyela	V
kamatuunda	NN
.	PUNCT
Aliio	V
omundu	NN
niko	DET
niye	PRON
enyile	V
khuura	V
khu	ADP
wasie	V
oyo	PRON
.	PUNCT
ano	DET
okhwele	V
omukhaana	NN
abe	V
omukhasi	NN
Ne	CONJ
mukhola	V
murio	DET
aba	CONJ
mularusia	V
wewe	PRON
mala	CONJ
akhamubukula	V
tawe	ADV
?	PUNCT
Aaba	V
bumayaanu	V
akari	ADP
wenywe	PRON
.	PUNCT
20	NUM
Ne	CONJ
Babaa	V
ne	CONJ
aliio	V
ache	V
engo	NN
.	PUNCT
Lekha	V
akhola	V
ario	DET
,	PUNCT
ne	CONJ
ndu	
babaandi	PRON
balaulila	V
ako	DET
balaria	V
,	PUNCT
busa	ADV
akhola	V
ario	DET
eererwa	V
mwiie	NN
,	PUNCT
mala	CONJ
ne	CONJ
omundu	NN
olakhola	V
okundi	PRON
aabukula	V
omukhaana	NN
bumayaanu	NN
nga	CONJ
obwo	PRON
burio	DET
lundi	CONJ
tawe	ADV
.	PUNCT
niye	PRON
oyo	DET
aakhwa	V
.	PUNCT
21	NUM
Mukhekesiakho	V
siisa	NN
tawe	ADV
Kalaba	V
Kari	DET
Babemeelesi	NN
bakhulu	ADJ
balareeba	V
bulamu	NN
khulwe	CONJ
bulamu	NN
,	PUNCT
emoni	NN
khulwe	CONJ
lundi	CONJ
babaandu	NN
bali	V
Aliio	V
omundu	NN
niye	PRON
moni	NN
liliino	NN
khulwe	CONJ
liliino	NN
,	PUNCT
Kumukhono	NN
kamafuki	NN
kewe	PRON
keelukha	V
sikila	CONJ
buuri	NN
?	PUNCT
no	X
khulwe	CONJ
kumukhono	NN
ne	CONJ
sikele	NN
khulwe	CONJ
Kaaba	V
kario	DET
ache	V
engo	NN
.	PUNCT
Akhola	V
ario	DET
akila	V
sikele	NN
babaandu	NN
boosi	DET
bafwa	V
kimiooyo	NN
Babe	V
meelesi	
ne	CONJ
bamalile	V
khulomaloma	V
khu	ADP
Khuloondekhana	ADP
ne	CONJ
liie	PRON
Banamae	NN
,	PUNCT
banamae	NN
babemeelesi	NN
baro	
""""	PUNCT
Ne	CONJ
mucha	V
khupana	V
ne	CONJ
basiku	NN
borwe	
khukhwimeelela	V
buli	DET
sipupu	NN
sie	ADP
benywe	PRON
mala	CONJ
mubone	V
kama	
banamae	NN
.	PUNCT
kaari	ADP
ke	ADP
mwiie	NN
ne	CONJ
chifarasi	NN
ne	CONJ
banamae	NN
10	NUM
“	PUNCT
Nga	CONJ
ne	CONJ
mucha	V
khwibwaakala	V
luko	
bakali	ADJ
khukhila	ADV
babenywe	
,	PUNCT
mukhabaria	V
ba	
,	PUNCT
lie	ADP
khunyoa	ADP
eelesia	V
babaandu	NN
be	ADP
