WORD	POS
lukoba 	NN
luli 	V
akari 	ADJ
we 	ADP
litooma 	NN
elio 	DET
khu	ADP
ebukwe 	ADP
we 	ADP
luluuchi 	NN
lwa 	ADP
Yoritani 	NN
khwola 	V
Kileati 	NN
mu 	ADP
bunyali 	ADJ
bwefwe	PRON
. 	PUNCT
Se 	
Khwatiila	V
, 	PUNCT
khukhwama 	ADP
mu 	ADP
litooma 	NN
lia 	ADP
Iwabao 	DET
lukoba 	NN
lulwaba 	ADV
luleeyi 	ADJ
khwifwe 	
Arinoni 	NN
khukhwola 	V
khu 	ADP
sikulu 	NN
sia 	ADP
Heri 	NN
Tawe	ADV
. 	PUNCT
37	NUM
Ne 	CONJ
se 	
khwacha 	V
siimbi 	ADV
e 	ADP
siba	
Moni	NN
. 	PUNCT
'	PUNCT
(	PUNCT
Basidoni	NN
balanganga 	
sikulu 	NN
sia 	ADP
la 	
sie 	ADP
Baamori 	NN
namwe 	CONJ
khu 	ADP
sikiingi 	NN
sie 	ADP
Herimoni 	NN
bali 	
Sirioni 	NN
ne 	CONJ
Baamori 	NN
basi 	
luluuchi 	NN
lwa 	ADP
Yaboki 	NN
namwe 	CONJ
khu 	ADP
ngoba 	NN
langanga 	V
bali 	DET
Seniri	NN
) 	PUNCT
10	NUM
Khwatiila 	V
sibala 	NN
che 	ADP
mu 	ADP
sibala 	NN
sie 	ADP
bikulu 	NN
namwe 	CONJ
abuu	
sioosi 	
sisieteleela 	NN
ne 	CONJ
kamaloba 	NN
koosi 	ADJ
ka 	ADP
ndu 	
osi 	
osi 	
niio 	ADV
Wele 	NN
Omunyali 	ADJ
Owa 	ADP
Kileati 	NN
ne 	CONJ
ka 	ADP
Bashani 	NN
khucha 	V
khukhwo 	V
Bioosi 	DET
Wele 	NN
wefwe 	PRON
aba 	V
ne 	CONJ
akhulaka 	V
ali 	DET
la 	
ebukwe 	NN
khu 	ADP
chingoba 	NN
cha 	ADP
Saleka 	NN
ne 	CONJ
mukhachayo 	V
tawe	ADV
. 	PUNCT
Stoniere 	NN
Etrei	NN
.	PUNCT
""" "	PUNCT
11	NUM
(	PUNCT
Omwami	NN
Oku	NN
yeng'ene	
owarama	
Baisiraeli 	NN
baula 	V
omwami 	NN
Oku 	NN
khu 	ADP
Barefaimu	NN
. 	PUNCT
Sitandae 	NN
siewe 	PRON
siaba 	V
sia 	ADP
kholwa 	
khukhwama 	ADP
khu 	ADP
sichuumab 	NN
sili 	DET
Nio 	DET
khwacha 	V
lubeka 	NN
lwe 	ADP
bunaswa 	NN
mu 	ADP
Raba 	NN
mu 	ADP
Baamoni	NN
. 	PUNCT
Siaba 	V
buleeyi 	ADJ
chi 	
khwaluungikha 	V
sibala 	NN
sia 	ADP
Basha	NN
mita 	NN
chine 	NN
ne 	CONJ
bukhiikha 	NN
chimita 	NN
chibili 	NN
Ne 	CONJ
omwami 	NN
Oku 	NN
owa 	ADP
Bashani 	NN
arula 	V
khuloondekhana 	
ne 	CONJ
sikelo 	NN
sie 	ADP
siise 	NN
esio	DET
.	PUNCT
) 	PUNCT
ne 	CONJ
babaandu 	NN
bewe 	PRON
boosi 	ADJ
akhwibwaaka 	V
la 	
siimbi 	ADJ
alukoba 	NN
lwa 	ADP
Etrei	NN
. 	PUNCT
2	NUM
Ne 	CONJ
kakhali 	CONJ
Chikholo 	NN
chichamenya 	V
ebukwe 	NN
owa 	ADP
Wele 	NN
Omunyali 	ADJ
Owa 	ADP
Bioosi 	DET
amboolela 	V
ali	DET
, 	PUNCT
Yoritania 	NN
Mukhamuria 	V
Tawe	ADV
. 	PUNCT
Ndikho 	ADV
nja 	V
khura 	V
(	PUNCT
Khub	
niye 	
ne 	CONJ
babaandu 	NN
bewe 	PRON
ne 	CONJ
sibala 	NN
siewe 	PRON
12	NUM
“	PUNCT
Nga 	CONJ
Khwabukula 	V
sibala 	NN
siaba 	V
sisie 	PRON
sioosi 	ADJ
mu 	ADP
bunyali 	ADJ
bwenywe	PRON
. 	PUNCT
Mukhole 	V
Few	
. 	PUNCT
Naelesia 	V
chikholo 	NN
cha 	ADP
Rubeni 	NN
ne 	CONJ
niko 	DET
mwakholela 	V
Sihoni 	NN
Omwami	NN
owe 	ADP
Kati 	
sibala 	NN
khukhwama 	ADP
khu 	
lukoba 	NN
lwa 	ADP
Baamori 	NN
owamenyanga 	V
mu 	ADP
Heshiboni	NN
. 	PUNCT
Aroeri 	NN
siimbi 	ADV
ne 	CONJ
litooma	NN
lia 	ADP
Arinoni 	NN
ne 	CONJ
3	NUM
""""	PUNCT
Nio 	DET
Wele 	NN
Omunyali 	ADJ
Owa 	ADP
Bioosi 	DET
ara 	V
akhaba 	NN
ne 	CONJ
malala 	NN
khu 	ADP
maloba 	NN
ke 	ADP
sibala 	NN
akhaba 	CONJ
omwami 	NN
Oku 	NN
ne 	CONJ
babaandu 	NN
bewe 	PRON
sie 	ADP
bikulu 	NN
sia 	ADP
Kileati 	NN
alala 	CONJ
ne 	CONJ
chingoba 	NN
mu 	ADP
bunyali 	NN
bwefwe 	PRON
mala 	CONJ
khwabeera 	V
chasio	
, 	PUNCT
13	NUM
Ne 	CONJ
balala 	DET
khu 	ADP
kholo 	NN
eya 	ADP
Manase 	NN
Boosi	ADJ
. 	PUNCT
4	NUM
Siise 	NN
esio 	DET
khwaamba 	V
chingoba 	NN
nabaelesia 	V
sibala 	NN
sisiaba 	V
ne 	CONJ
sisikale 	
sioo 	PRON
chewe 	PRON
choosi	ADJ
. 	PUNCT
Se 	
lwabao 	V
lukoba 	NN
nilwo 	
si 	
sia 	DET
