BABEMELESI	NN
MUMUKANDA	NN
KWA 	CONJ
ODM	NN
MUKAUNTI	NN
YA 	CONJ
KAKAMEGA	NN
BALIKHABEKICHA	V
BABANDU	NN
BALARENGEKHANGA	V
KHURAKIKHA	V
SISIAYUMBA	NN
MUMIKHUNGANO	ADJ
KIO	DET
OMURUKI	NN
WE	CONJ
SIBALA 	NN
UHURU	NN
KENYATTA	NN
OLINDILILWE	V
KHUKENIA	V
CHIKAUNTI	NN
CHIRANO	NUM
MUMBO	NN
MWE	PART
LIRAMBO	NN
UKHUMALILIKHA	V
KWE	CONJ
LICHUMA	ADJ
LINO	DET
.	PUNCT
	
MUSIKHASIO	NN
NENDE	CONJ
BANAMAKHUWA	NN
MUSIRIMBA 	NN
SIA	CONJ
KAKAMEGA	NN
BABEMELESI	NN
BA	CONJ
ODM	NN
ABO	DET
KHUBIRIRA	CONJ
KHUMUBUJUMBE	NN
BWA SHINYALU	NN
JUSTUS	NN
KIZITO	NN
,	PUNCT
BAMAKHUBOLA	V
BALI	DET
MANYI	NN
MBO	CONJ
MULALA	NUM
WE	CONJ
KIMIKANDA	NN
KIE	DET
BUKHANGARANI	NN
KILEFUMIANGA	ADJ
MBO	ADP
KILI	PART
NE	DET
BALONDI	NN
BAKALI	ADJ
MUMBO	NN
MWE	ADP
LIRAMBO	NN
KILARENGEKHANGA	V
KHUKHOLA	V
SISIAYUMBA	NN
MUMIKHUNGANO	NN
KIO	DET
OMURUKI	NN
EYI	DET
NABABOLA	V
BALI	DET
SIO	DET
MUNANE	NUM
SEBACHA	V
KHUNYALA	V
TAWE	INTER
.	PUNCT
KIZITO	NN
ABOLA 	V
ALI	DET
LUKENDO	NN
LWO	CONJ
OMURUKI	NN
OLWO	DET
LUCHA	V
KHUBA	V
NE	CONJ
NGANGA	ADJ
KHUBAMENYA	V
MUMBO	NN
MWE	DET
KENDELELA	V
ABUNDU	NN
OSI	PART
OSI	PART
MWIRAMBO	NN
LINO	DET
	
BAMEMELESI	NN
BA	CONJ
ODM	NN
ABO	DET
LUNDI	CONJ
BAMAKHWIKICHA	V
KUMUKANDA	NN
KWA 	CONJ
ANC	X
KHULENYANGA	V
KHUTIBWA	V
MUNDENGEKHA	ADJ
RENGEKHA	V
CHE	CONJ
LUKENDO	ADV
LWO	CONJ
OMURUKI	NN
OLWO	DET
NE	CONJ
KHUBOLA	V
BALI	DET
GAVANA	NN
WA	CONJ
KAKAMEGA	NN
WYCLIFFE	NN
OPARANYA	NN
NENDE	CONJ
OMUSIBAYI	NN
MUSIKUKA	NN
SISIMELELA	NN
KHUKHULAKHWA	V
SEREKALI	NN
CHE	DET
MUCHINONGO	NN
EUGINE WAMALWA	NN
BABAEBWA	V
BUNYALI	N
BWE	ADP
KHUKHALABANILA	V
KAMAKHUWA	NN
KE	ADP
BUCHILILI	NN
MUMBO	NN
MWE	ADP
LIRAMBO	NN
BALIBA	V
NEBABOLELA	V
OMURUKI	NN
KENYATTA	NN
NIKO	DET
BAKHOLILE	V
KHUKWOLA	ADV
LUNO	ADV
.	PUNCT
NABII	NN
NABWIRA	NN
ALI	V
MULALA	NUM
KHUBEMELESI	NN
BA	ADP
ODM	NN
MUKAUNTI	NN
YA	ADP
KAKAMEGA	NN
