WORD	POS
carami	NN
7	NUM
Teekha	V
enyama	NN
mala	CONJ
mukiliile	V
Abuu	
-	
sikila	CONJ
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
ndu	
alala	ADV
niio	ADV
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
wenywe	PRON
alaana	V
chikhabi	NN
nibio	PRON
mukesa	V
arobora	V
e	
Khusaayilao	V
.	PUNCT
Oli	PRON
kumutikhinyi	NN
bioosi	DET
ne	CONJ
kimilimo	NN
kienywe	PRON
kioosi	PRON
mala	CONJ
ne	CONJ
mukobola	V
mu	ADP
maeema	NN
Kenywe	PRON
.	PUNCT
enywe	PRON
mulaba	V
basangaafu	ADJ
Lukali	ADV
.	PUNCT
8	NUM
Khulwe	CONJ
chindaalo	NN
sita	NN
chiloondakho	ADV
16	NUM
“	PUNCT
Babaandu	NN
benywe	PRON
be	PRON
siseecha	NN
boost	X
mulia	V
kumukaati	NN
kuukhalimo	ADJ
limela	NN
bakheeme	V
ebweeni	ADP
wa	ADP
Wele	NN
Omunyali	ADJ
tawe	ADV
ne	CONJ
kakhali	CONJ
khu	ADP
ndaalo	NN
ekhola	V
saba	NN
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
wenywe	PRON
abuundu	NN
niio	ADV
buusiana	V
alala	ADV
Khulwa	CONJ
Wele	NN
Omunyali	ADJ
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
akharobora	V
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
Wenywe	PRON
.	PUNCT
Ne	CONJ
.	PUNCT
Bakheeche	V
kamakhabi	NN
kataru	NN
khu	ADP
khola	V
kimilimo	NN
khu	ADP
ndaalo	NN
eyo	DET
Tawe	ADV
.	PUNCT
Mwiiko	NN
,	PUNCT
siise	NN
sia	ADP
naikara	NN
eye	ADP
kumukaati	NN
kukhalimo	ADJ
limela	NN
Tawe	ADV
,	PUNCT
Naikara	NN
eye	ADP
Like	NN
Naikara	NN
eye	ADP
Likesa	NN
sa	
nende	CONJ
Naikara	NN
eye	ADP
Bisali	NN
.	PUNCT
Buli	DET
mundu	NN
(	PUNCT
areere	V
siianwa	NN
khu	ADP
Wele	NN
Omunyali	ADJ
Owa	ADP
9	NUM
“	PUNCT
Bala	V
kamachuuma	NN
saba	NN
Khukhwa	CONJ
Bioosi	DET
,	PUNCT
17	NUM
khuloondekhana	CONJ
ne	CONJ
chikhabi	NN
mila	
khu	ADP
siise	NN
nisio	PRON
mwarakikhirakho	V
nicho	PRON
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
khukesa	V
Biakhulia	NN
.	PUNCT
10	NUM
Nio	DET
mukhole	V
wewe	PRON
Amuelesie	V
.	PUNCT
Online	X
kara	V
eye	ADP
Likesa	NN
khulwa	CONJ
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
Wenywe	PRON
.	PUNCT
Mureerere	V
Bubwimeelesi	NN
bwe	ADP
bung'ali	NN
siianwa	NN
sie	ADP
khukhwerusia	V
Khuloonde	NN
18	NUM
""""	PUNCT
Robora	V
bakhalaki	NN
ne	CONJ
babemeelesi	NN
khana	
ne	CONJ
chikhabi	NN
nicho	DET
Akhuelesia	V
.	PUNCT
11	NUM
Ne	CONJ
bakhulu	ADJ
babaandi	PRON
buli	DET
mu	ADP
lukoba	NN
nilwo	
buli	DET
mundu	NN
ekhoye	V
ebweeni	ADP
wa	ADP
Wele	NN
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
wenywe	PRON
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
Wenywe	PRON
,	PUNCT
aamuelesia	V
khulwe	CONJ
chikholo	NN
Chenywe	PRON
.	PUNCT
alala	ADV
ne	CONJ
babaana	NN
bowo	PRON
basoleeli	NN
ne	CONJ
Babaandu	NN
bano	DET
balakhalakila	V
babaa	V
Bakhaana	NN
,	PUNCT
banasioobi	NN
bowo	PRON
be	ADP
siseecha	NN
ndu	
mu	ADP
Buluungi	NN
.	PUNCT
19	NUM
Bakhaba	V
babaandu	NN
nende	CONJ
be	ADP
siikhasi	NN
ne	CONJ
Balawi	NN
ne	CONJ
bakeni	NN
bakhali	ADV
bang'ali	ADV
Tawe	ADV
,	PUNCT
namwe	CONJ
bakone	V
ne	CONJ
bafuubi	NN
ne	CONJ
banamulekhwa	NN
bamenyile	V
le	
lubeka	NN
lulala	ADJ
mu	ADP
bukhalaki	NN
bwabwe	PRON
mu	ADP
ngoba	NN
Chenywe	PRON
.	PUNCT
Khola	V
murio	DET
Tawe	ADV
.	PUNCT
Ne	CONJ
se	
balafukiilila	V
asooya	NN
Tawe	ADV
.	PUNCT
ndu	
alala	ADV
e	
khusaaya	V
Wele	NN
Omunyali	ADJ
Owa	ADP
Asooya	NN
ebofusia	ADJ
chimoni	NN
che	ADP
