LUBUKUSU POS 6	
WORD	POS
BUKALI	
BWE	ADP
BABANDU	NN
BAFWILE	V
KHUKHWAMANANA	ADP
NE	CONJ
BULWALE	NN
BWE	ADP
KHAUKHA	NN
KHA	ADP
KORONA	X
MWIRAMBO	NN
BWOLILE	V
3946	NUM
ENYUMA	ADP
WE	CONJ
BABANDU	NN
15	NUM
KHUFWA	V
KHUBISE	V
BIBIRE	V
.	PUNCT
	
KHULONDEKHANA	ADV
NE	CONJ
LIKHUWA	NN
KHUKHWAMA	ADP
KHUUMUSIBAYI	PRON
MUSIKUKA	NN
SIE	ADP
BULAMU	NN
MUTAHI	NN
KAGWE	NN
BABANDU	NN
467	NUM
NALIMO	ADP
MULALA	ADJE
MUKAUNTI	NN
YE	ADP
EBUNGOMA	NN
BAMAKHUNYOLEKHA	V
NE	ADP
BULWALE	NN
BWE	ADP
KHAUKHA	NN
KHA	ADP
KORONA	X
KHUBISE	ADV
BIE	ADP
CHINYANGA	NN
24	NUM
CHIBIRIRE	V
NE	CONJ
KHUKHWOSIA	V
BUKALI	DET
BWE	ADP
BABANDU	NN
BANYOLEKHE	V
NE	CONJ
BULWALE	NN
OBWO	DET
MWIRAMBO	NN
KHUBA	ADP
203680	NUM
.	PUNCT
EKHABI	NN
BABANDU	NN
195	NUM
BAONILE	V
NE	CONJ
KHUTASA	ADV
BUKALI	ADJE
BWABO	DET
BAONILE	V
BULWALE	NN
OBWO	DET
KHUBA	ADP
189131	NUM
	
MUKAUNTI	NN
YE	ADP
EBUNGOMA	NN
OMULWALE	NN
OYO	DET
AMA	ADP
MWISASA	NN
LIE	ADP
BUJUMBE	NN
LIA	ADP
TONGAREN	NN
	
MUKAUNTI	NN
CHICHINDI	ADP
CHE	ADP
BULUHYA	NN
BUSIA	NN
ENYOLEKHEMO	V
BALWALE	NN
5	NUM
,	PUNCT
KAKAMEGA	NN
4	NUM
NAYO	CONJ
VIHIGA	NN
NENYOLEKHAMO	V
BALWALE	NN
BATARU	NUM
.	PUNCT
