WORD	SPEECH TAG
LIMANYISIA	nn
Omundu	nn
oolomalomwakho	v
lukali	adv
mu	adp
sitabu	nn
sino	det
ali	conj
Danieli	nn
.	punct
Danieli	nn
ali	conj
mulala	num
khu	adp
baandu	nn
bababukulibwa	v
bayilwa	v
mu	adp
mbaambe	nn
e	
Babiloni	nn
mu	adp
mwiiko	nn
kwe	adp
chimia	num
chiraano	num
,	punct
kamakhumi	num
tisa	num
na	conj
saba	num
Yesu	nn
ne	conj
akhasaalwa	v
tawe	adp
.	punct
Sifuno	nn
sie	conj
sitabu	nn
sino	det
siili	nn
khusisia	v
babaandu	nn
ba	conj
Isiraeli	nn
.	punct
Enya	v
khuelesia	v
baandu	nn
lilieyikina	nn
mbo	adp
Wele	nn
akhabunie	v
basiku	nn
ba	conj
babapia	v
siibi	adv
,	punct
mala	conj
abaelesie	v
nibo	pr
bulekhuule	nn
.	punct
sitabu	nn
sino	det
sitinyilisia	v
babaandu	nn
khuchiililila	v
mu	adp
lisuubila	v
sikila	conj
Wele	nn
akhasikule	v
babaandu	nn
bakharame	v
kaaba	v
bali	adp
bakhamweyikine	v
niye	pr
.	punct
sitabu	nn
sia	conj
Danieli	nn
sili	v
siilolelo	nn
sie	conj
khuandalala	v
mu	adp
lisuubila	nn
.	punct
Sitabu	nn
sino	det
sibalikha	v
nga	conj
silalakho	nn
khu	adp
bitabu	nn
biilomaloma	v
khu	adp
makhuwa	nn
ke	conj
Chindalo	nn
Chimalilisi	nn
namwe	conj
mu	adp
lukiriki	nn
Apolkaliputi'	nn
Kamaandiko	nn
nga	conj
kano	conj
kalomaloma	v
khu	adp
libuna	nn
lie	conj
bubwami	nn
bumiinanga	v
babaandu	nn
babwo	pr
,	punct
mala	conj
bubwami	nn
bwa	conj
wele	nn
burakikhe	v
.	punct
Likhuwa	nn
lino	pr
liboolakhwo	v
lukali	adv
mu	adp
sitabu	nn
sino	det
mu	adp
malola	nn
,	punct
ne	conj
mu	adp
mifano	nn
kimikali	adj
.	punct
Liliinosia	v
lie	adv
kamaandiko	nn
nga	conj
kano	adp
