BUKUSU ANNOTATION 8	
WORD	POS
	
SEREKALI	NN
YE	ADP
KEAUNTI	NN
YE	ADP
EBUNGOMA	NN
KHUBIRIRA	CONJ
MUSIKUKA	NN
SIE	ADP
BULAMU	ADJ
YERUSISIE	V
KHUBONA	V
MBO	ADV
BALWALE	NN
BABOLA	V
MUMAKANGILO	NN
KA	ADP
SEREKALI	NN
SEKATAKHAMO	ADV
KAMASUSWA	NN
TAWE	ADJ
.	PUNCT
KANO	DET
KAMAKHULOMA 	V
NENDE	CONJ
OMUKHALABANI	NN
OMUKHULU	ADJ
MUSIKUKA	NN
SIE	ADP
BULAMU	ADJ
MUSEREKALI	NN
YE 	ADP
EKAUNTI	NN
YE	ADP
EBUNGOMA	NN
OMWAMI	NN
PATRICK	NN
WANDILI	NN
.	PUNCT
NALOMALOMA	V
KHUBASANGI	NN
BE	ADP
KUMUKANDA	NN
KWA	ADP
CONER	NN
MAENI	NN
MULUKONGO	NN
LWA	ADP
MAENI	NN
MWISASA	NN
LIE	ADP
BUJUMBE	NN
LIA	ADP
KIMILILI	NN
WANDILI	NN
AMAKHUSUBISIA	V
BAMENYA	NN
MBO	ADP
SIKUKA	NN
SIEWE	PRON
SILI	ADP
MUMBILO	NN
CHE	ADP
KHUKOLOLA	V
EMBOTOKHELELA	ADJ
MUMAKANGILO	NN
KOSI	ADJ
MUKAUNTI	NN
EYO	PRON
NENDE	CONJ
NONO	ADV
BAKHABA	V
NE	CONJ
BURI	NN
BWE	ADP
KHUCHICHANGAMO	V
KHUENJA	V
BUSILIKHI	NN
TAWE	ADJ
	
WANDILI	NN
LUNDI	ADV
AMAKHUBOLELA	V
BAMENYA	NN
MUMBEKA	ADV
ECHO	DET
MBO	ADV
BAKHALABANI	NN
MUSEREKALI	NN
YE	ADP
EKAUNTI	NN
YE	ADP
EBUNGOMA	NN
BALI	ADV
BALEKHULE	V
KHUKENDELELA	V
BAMENYA	NN
BALI	ADP
MUBUTINYU	NN
BWA	ADP
AA	
NE	CONJ
NAA	
ALALA	V
NE	CONJ
MUKHOYO	ADJ
BULAYI	ADV
BWENE	ADV
GAVANA	NN
WE	ADP
EKAUNTI	NN
YE	ADP
EBUNGOMA	NN
OMWAMI	NN
WYCLIFFE	NN
WANGAMATI	NN
NEABALAKILILA	V
