WORD	POS
lisinye	NN
khu	ADP
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
khukhwama	ADP
lubeka	
lulala	
lwe	ADP
sibala	NN
lundi	CONJ
nisio	DET
niye	PRON
Abiila	V
.	PUNCT
Akhaba	CONJ
,	PUNCT
baananga	V
khukhwola	V
khu	ADP
Luundi	CONJ
.	PUNCT
Ne	CONJ
okhafukiilila	V
babaana	NN
babwe	PRON
basoleeli	NN
ne	CONJ
bakhaana	NN
niko	DET
omundu	NN
oyo	PRON
aloma	V
Tawe	ADV
,	PUNCT
okhamu	
nga	CONJ
biianwa	NN
bie	ADP
khukhwosia	V
khu	AP
alutare	
rekeeresiakho	V
Tawe	ADV
.	PUNCT
Okhamukholelakho	V
Chabwe	PRON
.	PUNCT
HEMIESEL	X
An	
He	
Bleron	X
siisa	NN
Tawe	ADV
,	PUNCT
lundi	CONJ
okhamubabila	
Tawe	ADV
.	PUNCT
32	NUM
“	PUNCT
Mukhole	V
buli	DET
siindu	NN
nisio	PRON
ese	PRON
Mula	V
Mwire	V
!	PUNCT
Ba	
owe	ADP
khunyoa	V
khumu	
ka	
Enywe	PRON
,	PUNCT
mukhatasakho	V
sisiindu	NN
siosi	PRON
pa	
Libaale	NN
,	PUNCT
mala	CONJ
olekhele	V
buli	DET
mundu	NN
siosi	PRON
Tawe	ADV
,	PUNCT
namwe	CONJ
murusiekho	V
sisiindu	NN
amupe	V
Libaale	NN
.	PUNCT
10	NUM
Mupe	V
kamabaale	NN
Afwe	V
!	PUNCT
siosi	PRON
siosi	PRON
Tawe	ADV
.	PUNCT
""""	PUNCT
;	PUNCT
Sikila	ADJ
akhaka	V
khu	ADP
khutiimia	V
orure	V
khu	ADP
""""	PUNCT
Omungoosi	NN
namwe	CONJ
omundu	NN
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
wowo	PRON
obonela	V
bibiindu	NN
mu	ADP
marooro	NN
owa	ADP
khurusia	V
e	
Misiri	NN
,	PUNCT
niio	PRON
mwaba	V
bana	
ne	CONJ
enyokha	V
mwinywe	PRON
mala	CONJ
amuelesie	V
Sioobi	
.	PUNCT
11	NUM
Nono	CONJ
babaandu	NN
ba	ADP
Isiraeli	NN
boosi	DET
simanyilo	NN
namwe	CONJ
ke	ADP
Liukia	V
,	PUNCT
2	NUM
ne	CONJ
simanyilo	NN
bakhaulile	V
mala	CONJ
barie	V
ne	CONJ
omundu	NN
okha	V
sienesio	DET
namwe	CONJ
ke	CONJ
khuukia	V
menako	
khole	V
lundi	CONJ
sisiindu	NN
siibi	NN
sirio	
se	
alibaao	V
keche	V
Kekholekhe	V
,	PUNCT
mala	CONJ
amuboleele	V
Tawe	ADV
.	PUNCT
Ali	DET
,	PUNCT
Lekha	V
khuche	V
khusaaye	V
ne	CONJ
Khuru	
-	
12	NUM
""""	PUNCT
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
mikhira	
bawele	NN
Babaandi	PRON
,	PUNCT
	
3	NUM
mukhacha	V
wenywe	PRON
alamuelesia	V
enywe	PRON
chi	
Tawe	ADV
.	PUNCT
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
ngoba	NN
Mumenyemo	V
.	PUNCT
Enyuma	ADP
Wako	PRON
,	PUNCT
wenywe	PRON
alikho	V
amurumikhira	V
niye	PRON
mulaulila	V
13	NUM
muli	CONJ
babaandu	NN
bala	
khu	ADP
mukhaka	
enywe	PRON
abone	V
mwaba	V
ne	CONJ
la	
be	
sipoli	NN
bengiile	V
mwinywe	PRON
mala	CONJ
mwasiima	V
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
barenguisie	V
babeene	PRON
lukoba	NN
khulwe	CONJ
Wele	NN
wenywe	PRON
ne	CONJ
kumwoyo	NN
kwenywe	PRON
khubaboolela	V
nibo	PRON
basaaye	V
bawele	NN
nibo	PRON
Kwoosi	DET
.	PUNCT
4	NUM
Loonda	V
Wele	NN
Omunyali	ADJ
Owa	ADP
abeele	V
enywe	PRON
mukhamanyile	V
Tawe	ADV
.	PUNCT
Bioosi	DET
,	PUNCT
Wele	NN
Wenywe	PRON
,	PUNCT
mala	CONJ
Mumurie	V
.	PUNCT
14	NUM
Kaaba	V
ne	CONJ
kali	V
ng'ali	NN
mbo	CONJ
sisiindu	NN
siibi	NN
Murie	V
kamalaka	NN
Kewe	PRON
,	PUNCT
mumusikamile	V
sino	DET
Siakholekha	V
,	PUNCT
Reeba	
,	PUNCT
muloleelesie	V
lundi	CONJ
mumusaaya	NN
niye	PRON
yeng'ene	ADJ
mala	CONJ
mu	ADP
Burekeerefu	NN
.	PUNCT
15	NUM
Khe	V
mwire	V
babaa	V
mube	V
basuubilifu	NN
khu	ADP
Niye	PRON
.	PUNCT
5	NUM
Ne	CONJ
kakhali	CONJ
boosi	DET
be	ADP
mu	ADP
lukoba	NN
Omwo	DET
,	PUNCT
alala	ADV
khe	V
mwire	V
omundu	NN
obuula	V
kamarooro	NN
ne	CONJ
chikhaafu	NN
chabwe	PRON
Choosi	DET
.	PUNCT
Bunisilia	V
oyo	PRON
namwe	CONJ
omung'oosi	NN
oyo	PRON
sikila	CONJ
Amu	
-	
elala	
lukoba	NN
Olwo	
.	PUNCT
16	NUM
Buusia	V
kimiaandu	NN
boolela	V
enywe	PRON
mube	V
barengu	NN
khu	ADP
Wele	NN
kioosi	DET
kie	ADP
babaandu	NN
Babamenyamo	V
,	PUNCT
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
Wenywe	PRON
,	PUNCT
mala	CONJ
mukibungikhe	V
mu	ADP
sikuuri	NN
sie	ADP
mu	ADP
owamureesia	V
mwarura	V
e	ADP
Misiri	NN
,	PUNCT
niio	PRON
Lukoba	NN
.	PUNCT
Yosia	V
lukoba	NN
ne	CONJ
bibiindu	NN
bili	V
mwaba	V
Banasioobi	NN
.	PUNCT
Wele	NN
Omunyali	ADJ
Owa	ADP
mo	
bioosi	DET
nga	CONJ
siianwa	NN
sie	ADP
khukhwosia	V
Bioosi	DET
akhola	V
ario	DET
sikila	CONJ
enya	V
enywe	PRON
simuufu	ADJ
khu	ADP
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioo	
mumenye	V
nga	CONJ
niye	PRON
ne	CONJ
Aamulaka	V
.	PUNCT
Nono	CONJ
Si	
,	PUNCT
Wele	NN
Wenywe	PRON
.	PUNCT
Lukoba	NN
olwo	DET
lulaba	V
rusia	V
bumayaanu	ADJ
akari	
Wenywe	PRON
.	PUNCT
situumi	NN
khulwa	CONJ
mindali	NN
na	CONJ
mindali	NN
ne	CONJ
6	NUM
""""	PUNCT
Wandaayo	NN
namwe	CONJ
omwana	NN
wowo	PRON
se	
lukhombakhwe	V
lundi	CONJ
Tawe	ADV
.	PUNCT
17	NUM
Mukha	V
Omusoleeli	NN
,	PUNCT
