WORD	POS
Khu 	ADP
ndaalo 	NN
eye 	ADP
khunyoa 	DET
eye 	ADP
kumwe 	
amukhole 	V
mutasiikhe 	V
mube 	V
chielefu 	NN
si	
kwe 	ADP
khumi	NN
na 	CONJ
mulala 	DET
kwe 	ADP
kumwiiko 	NN
khukhilakhoo 	ADJ
mala 	ADV
amubiite 	V
chikha 	DET
kukhola 	V
kamakhumi 	NN
kane 	NN
khukhwama 	ADP
bi 	
nga 	CONJ
ne 	DP
amulaka	V
. 	PUNCT
12	NUM
Ese 	PRON
seng'ene 	
se 	
nga 	CONJ
Baisiraeli 	NN
ne 	
barura 	V
mu 	ADP
Misiri	NN
, 	PUNCT
Musa 	NN
nyala 	V
busiro 	NN
bwenywe	PRON
, 	PUNCT
butinyu 	NN
ne 	CONJ
bulo 	NN
aboolela 	V
babaandu 	NN
kamalaka 	NN
koosi 	DET
niko 	DET
mani 	
tawe	ADV
. 	PUNCT
13	NUM
Robora 	V
babaandu 	NN
bakesi	NN
, 	PUNCT
Wele 	NN
Omunyali 	ADJ
Owa 	ADP
Bioosi 	DET
amuelesia 	V
be 	
limanya 	NN
lundi 	CONJ
babakholakho 	V
kimi 	
khubaboolela	V
. 	PUNCT
Lino 	DET
liekholekha 	V
enyuma 	ADP
limo 	
kino 	DET
khukhwama 	ADP
buli 	DET
mu 	ADP
kholo 	NN
wa 	ADP
Wele 	NN
Omunyali 	ADJ
Owa 	ADP
Bioosi 	DET
khuula 	V
mala 	CONJ
ese 	PRON
ndabakhola 	V
babe 	V
babemeelesi 	NN
Omwami 	NN
Sihoni 	NN
owe 	ADP
Baamori 	NN
owamiia- 	
benywe	PRON
.	PUNCT
' 	PUNCT
14	NUM
Ne 	CONJ
enywe 	PRON
mwafukiilila 	V
muli 	DET
nga 	CONJ
lukoba 	NN
lwa 	ADP
Heshiboni	NN
, 	PUNCT
ne 	CONJ
Omwami 	NN
nilio 	DET
naloma 	V
liaba 	V
lilayi 	ADJ
khukhola	V
. 	PUNCT
15	NUM
Nio 	DET
Oku 	NN
owe 	ADP
Bashani	NN
, 	PUNCT
owamiia 	V
mu 	ADP
ngoba 	NN
cha 	ADP
ese 	PRON
nabukula 	V
babaandu 	NN
bakesi 	NN
lundi 	CONJ
Asitaroti 	NN
ne 	CONJ
Etrei	NN
. 	PUNCT
5	NUM
Musa 	NN
arakikha 	V
khu	ADP
dash 	NN
bakholile 	V
kimilimo 	NN
bamanya 	V
nibo 	DET
enywe 	PRON
khwinooselia 	V
babaandu 	NN
kamalaka 	NN
kano 	DET
mwarobora 	V
khukhwama 	ADP
mu 	ADP
kholo 	NN
ne 	CONJ
bolile 	V
mu 	ADP
maloba 	NN
ka 	ADP
Moabu	NN
, 	PUNCT
ebukwe 	NN
chenywe 	PRON
mala 	CONJ
ese 	PRON
nabara 	V
mu 	ADP
bwimee 	ADV
we 	ADP
luluuchi 	NN
lwa 	ADP
Yoritani	NN
. 	NUM
lesi 	
khwinywe	PRON
. 	PUNCT
Balala 	DET
baba 	V
babemeelesi 	NN
Musa 	NN
aloma 	V
ali	DET
6	NUM
“	PUNCT
Nga 	ADV
ne 	ADP
mwabeele 	V
be 	PRON
babaandu 	NN
eelefu 	NN
ndala	NN
, 	PUNCT
babaandi 	
be 	
a 	
sikulu 	NN
sia 	ADP
Sinai 	NN
Wele 	NN
Omunyali 	ADJ
Owa 	ADP
babaandu 	DET
emia	NN
, 	PUNCT
babaandi 	DET
be 	ADP
babaandu 	NN
Wele 	NN
wefwe 	DET
akhuboolela 	V
efwe 	PRON
kamakhumi 	NN
karaano 	NN
ne 	CONJ
babaandi 	DET
be 	
,	PUNCT
'	PUNCT
Mwamenyile	V
siise 	NN
sileeyi 	NN
a 	ADP
sikulu 	NN
babaandu 	NN
Wele 	NN
wefwe 	DET
akhuboolela 	V
efwe 	PRON
kamakhumi 	NN
karaano 	NN
ne 	CONJ
babaandi 	ADJ
be 	
,	PUNCT
'	PUNCT
Mwamenyile	V
siise 	NN
sileeyi 	ADJ
a 	ADP
sikulu 	NN
babaandu 	NN
ekhumi	NN
. 	PUNCT
Sob 	NN
ano 	ADV
mwanyalile 	V
murio	DET
. 	PUNCT
7	NUM
Kobolayo 	V
mala 	CONJ
ws 	
16	NUM
""""	PUNCT
Ne 	CONJ
siise 	NN
esio 	PRON
naboole	V
ne 	CONJ
lukeendo	NN
. 	PUNCT
Cha 	V
mu 	ADP
sibala 	NN
la 	
ba 	
Bakhalaki 	NN
benywe 	PRON
ndi	DET
, 	PUNCT
sie 	ADP
bikulu 	NN
sie 	ADP
Baamori 	NN
nende 	CONJ
be 	ADP
biba	ADV
- 	PUNCT
'	PUNCT
Rekeeresia 	V
kamalilo 	NN
ke 	ADP
babaandu 	NN
mala 	CONJ
la 	
biili 	ADV
siimbi 	ADV
bioosi 	DET
bali 	V
mu 	ADP
litooma 	NN
lia 	ADP
mukhole 	V
bukhalaki 	NN
bubwenyekha 	ADJ
Yoritani	NN
. 	PUNCT
Cha 	V
mwole 	V
mu 	ADP
sibala 	NN
sie 	NN
bikulu 	NN
- 	PUNCT
akari 	NN
we 	ADP
Baisiraeli 	NN
namwe 	CONJ
akari 	NN
lu 	
ne 	CONJ
sie 	ADP
mumaayo	NN
, 	
mwole 	V
mu 	ADP
ngoongowo 	NN
Onuisiraeli 	NN
ne 	CONJ
omukwa	NN
. 	PUNCT
17	NUM
Khola 	V
che 	V
bunafubo 	NN
nende 	CONJ
sia 	ADP
nyanja 	NN
eya 	ADP
kakenyekha 	ADJ
mu 	ADP
bukhalaki 	NN
bwenywe	DET
. 	PUNCT
Mediterenia	NN
. 	PUNCT
Cha 	V
mu 	ADP
sibala 	NN
sia 	ADP
Kanaani 	NN
Khalakila 	V
be 	ADP
asi 	ADJ
nende 	CONJ
be 	ADP
bunyali 	ADJ
nga 	CONJ
engelekha 	ADV
we 	ADP
bikulu 	NN
bia 	ADP
Lebanoni 	NN
Khu	ADP
- 	PUNCT
Kenyekha	ADJ
.	PUNCT
Mukharia	ADJ
omundu 	NN
yesi 	DET
yesi 	DET
khwola 	ADP
khu 	ADP
luuchi 	NN
luboofu 	ADJ
lwa 	ADP
Efurati	NN
. 	PUNCT
Tawe	ADV
, 	PUNCT
Sikila	CONJ
bukhalaki 	NN
nibwo 	DET
mukhola 	V
8	NUM
Lola 	V
namuele 	V
enywe 	PRON
kamaloba 	NN
kano	DET
. 	PUNCT
la 	
buli 	DET
bwa 	ADP
Wele	NN
. 	PUNCT
Reera 	V
kimisaango 	NN
Yingilamo 	V
mala 	CONJ
mubukule 	V
kamaloba 	NN
kimiaandalafu 	ADJ
khwise 	PRON
ne 	CONJ
ese 	PRON
ndakhala 	V
niko 	DET
Wele 	NN
Omunyali 	ADJ
Owa 	ADP
Bioosi 	DET
echuba 	NN
ka	
.	PUNCT
' 	PUNCT
18	NUM
Siise 	NN
esio 	DET
ese 	PRON
namulaka 	V
koosi 	DET
niko 	DET
khua 	V
bakuuka 	NN
benywe 	PRON
Aburahamu	NN
,	PUNCT
Isaa	NN
- 	PUNCT
mukhoyela 	ADJ
khukhola	V
. 	PUNCT
M 	
sila 	NN
ka 	
ne 	CONJ
Yakobo	NN
. 	PUNCT
Alaka 	V
khubaelesia 	V
nibo 	DET
ne 	CONJ
lisaaye 	NN
liabwe 	PRON
enyuma 	ADP
wabwe	PRON
.	PUNCT
' 	PUNCT
""" "	PUNCT
si 	
Bayooti 	NN
barumwa 	V
khukhwama 	ADP
Kadeshi 	NN
Barinea 	NN
Musa 	NN
arobora 	V
bakhalaki 	NN
QAS 	X
(	PUNCT
Khub	
. 	PUNCT
13	NUM
.	PUNCT
1	NUM
-	PUNCT
33	NUM
)	PUNCT
(	PUNCT
Khur	NN
. 	PUNCT
18	NM
.	PUNCT
13	NUM
-	PUNCT
27	NUM
) 	PUNCT
19	NUM
""""	PUNCT
Khwakhola 	V
Wele 	NN
Omunyali 	ADJ
Owa 	ADP
Musa 	NN
aboolela 	V
babaandu 	NN
ali	DET
, 	PUNCT
""""	PUNCT
Siise 	NN
Bioosi 	ADP
Wele 	NN
wefwe 	PRON
akhulaka	V
. 	PUNCT
Khwarura 	V
a 	
esio	DET
, 	
namuboolela 	V
ndi	DET
, 	PUNCT
'	PUNCT
Kimilimo 	NN
kie 	ADP
khu	ADP
- 	PUNCT
sikulu	NN
sia 	ADP
Sinai 	NN
mala 	CONJ
khwabira 	V
mu 	ADP
sichiimi	NN
murangirira 	
enywe 	PRON
kili 	
kimikali 	NN
lukali 	ADJ
mi 	
esio 	DET
sioosi	DET
, 	PUNCT
lundi 	CONJ
siriisia	
. 	PUNCT
Khwise	PRON
. 	PUNCT
Ese 	PRON
senyala 	V
nakikhola 	V
seng'ene 	
Khwabirira 	V
mu 	ADP
sibala 	NN
sie 	ADP
bikulu 	NN
sie 	ADP
Baa 	NN
Tawe	ADV
. 	PUNCT
10	NUM
Wele 	NN
Omunyali 	ADJ
Owa 	ADP
Bioosi	DET
, 	PUNCT
Wele 	NN
Mori	
. 	PUNCT
Nga 	CONJ
ne 	CONJ
khwola 	V
Kadeshi-barinea	NN
, 	PUNCT
wenywe 	PRON
amukholile 	V
muli 	ADV
bakali 	ADJ
nga 	CONJ
20	NUM
namuboolela 	V
enywe 	PRON
ndi	
, 	PUNCT
'	PUNCT
Mwolile 	V
mu 	ADP
ching'enieesi	NN
. 	PUNCT
11	NUM
Lekha 	V
Wele 	NN
Omunyali 	ADJ
sibalasie 	NN
bikulu 	NN
sie 	ADP
Baamori 	NN
nisio 	
Wele 	NN
Owa 	
Bioosi	DET
, 	PUNCT
Wele 	NN
owe 	
bakuuka 	NN
benywe	PRON
, 	PUNCT
Omunyali 	ADJ
Owa 	ADP
Bioosi 	DET
Wele 	NN
wefwe 	PRON
alikho 	V
akhuelesia 	V
efwe	PRON
. 	PUNCT
21	NUM
Lola 	V
Wele 	NN
Omunyali 	ADJ
ne 	CONJ
muloleleele	V
. 	PUNCT
31	NUM
Ne 	CONJ
mwabone 	V
mu 	ADP
sichii 	
Owa 	ADP
Bioosi 	DET
Wele 	NN
wefwe 	PRON
areere 	V
sibala 	NN
mi 	
nga 	CONJ
ne 	CONJ
amureerire 	V
mu 	ADP
muleembe 	NN
khu 	ADP
sino 	DET
ebweeni 	ADP
wenywe	PRON
. 	PUNCT
Cha 	V
musibukule 	V
lukeendo	NN
, 	PUNCT
oli 	DET
paapa 	NN
ne 	CONJ
ameema 	V
omwa 	ADP
sibe 	V
sisienywe	PRON
, 	PUNCT
nga 	CONJ
Wele 	NN
Omunyali 	ADJ
Owa 	ADP
na 	CONJ
wewe	DET
. 	PUNCT
Aakholile 	V
ario 	DET
khu 	ADP
lukeendo	NN
Bioosi 	DET
we 	
bakuuka 	NN
benywe 	PRON
ne 	CONJ
amula	
- 	PUNCT
lwenywe 	PRON
lwoosi 	DET
khukhwola 	V
abuundu 	NN
ka	
. 	PUNCT
Mukharia	ADJ
, 	PUNCT
namwe 	CONJ
mwarangararwa 	V
ano	ADV
.	PUNCT
' 	PUNCT
32	NUM
Ne 	CONJ
kakhaba 	ADP
kario	DET
, 	PUNCT
se 	ADV
mweyikina 	NN
Tawe	ADV
!	PUNCT
' 	PUNCT
sembl 	X
SVATTERN 	X
Wele 	NN
Omunyali 	ADJ
Owa 	ADP
Bioosi	DET
, 	PUNCT
Wele 	NN
wenywe 	PRON
""""	PUNCT
Nenywe 	PRON
mweesi 	DET
mwanjichakho 	V
tawe	ADV
. 	PUNCT
33	NUM
Wele 	NN
Omunyali 	ADJ
Owa 	ADP
Bioosi 	DET
mala 	CONJ
mwaloma 	V
muli	DET
, 	PUNCT
'	PUNCT
Lekha 	V
khurume 	V
buli 	DET
lwosi 	DET
amurangiriranga 	ADV
ebweeni	ADP
, 	PUNCT
babaandu 	NN
ebweeni 	ADP
wefwe 	PRON
bache 	V
bayoote 	
khumuyiimila 	V
abuundu 	NN
niio 	DET
mukhola 	V
sibala 	NN
nio 	DET
bakhuboolele 	V
engila 	NN
endayi 	ADJ
ekambi 	NN
ne 	CONJ
khumwekesia 	V
