WORD	SPEECH TAG
khubuna	V
khwe	CONJ
chisang'i	NN
echo	DET
Nga	CONJ
naba	V
ne	CONJ
siloleela	V
,	PUNCT
chindebe	NN
che	CONJ
bubwami	NN
charebwao	V
nio	CONJ
mulala	NUM
,	PUNCT
omutaai	ADJ
lukali	ADV
,	PUNCT
khukhwama	V
khale	DET
,	PUNCT
ekhalakho	V
.	PUNCT
chingubo	NN
chewe	PRON
chiwaanga	NN
chererere	X
nga	CONJ
liiarara	NN
,	PUNCT
ne	CONJ
lichune	NN
liewe	PRON
liaba	V
likwalafu	NN
nga	CONJ
bufuumbo	NN
bwe	CONJ
likhese	NN
.	PUNCT
Endebe	NN
yewe	PRON
yaba	V
chinjaso	NN
che	CONJ
kumulilo	NN
,	PUNCT
bikele	NN
biayo	NN
biba	V
kumulilo	NN
kuburukha	V
.	PUNCT
Esebele	NN
eye	CONJ
kumulilo	NN
yatubukha	V
Wele	NN
wenywe	PRON
ali	V
ne	CONJ
Nanywe	PRON
,	PUNCT
laka	
kewe	PRON
namwe	CONJ
Tawe	ADV
.	PUNCT
3	NUM
Aamukhola	V
Enywe	PRON
mweboombia	ADJ
mwaulila	V
Enjala	NN
,	PUNCT
si	
nibio	PRON
muliba	V
nabio	DET
Bilitasikha	V
.	PUNCT
14	NUM
Ne	CONJ
mala	CONJ
amuelesia	V
mana	NN
Mwalia	V
,	PUNCT
Siakhu	
munyoolile	V
bibiindu	NN
bino	DET
bioosi	DET
mukhe	
lia	
nisio	PRON
enywe	PRON
ne	CONJ
bakuuka	NN
benywe	PRON
niinia	V
mala	CONJ
mwebilila	V
Wele	NN
Omunyali	ADJ
mwaba	V
musiili	V
khuliakho	V
Tawe	ADV
.	PUNCT
Aakhola	V
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
wenywe	PRON
owamureesia	V
Tino	x
khumwekesia	V
enywe	PRON
ali	V
omundu	NN
se	PRON
enywe	PRON
khukhwama	V
Misiri	NN
niio	ADP
mwaba	V
amenya	V
khulwe	CONJ
kumukaati	NN
kwong'ene	ADJ
banasioobi	NN
Tawe	ADV
.	PUNCT
15	NUM
Wele	NN
Omunyali	ADJ
Owa	ADP
Tawe	ADV
,	PUNCT
ne	CONJ
kakhali	CONJ
khu	AP
buli	ADJ
sisiindu	NN
siosi	ADJ
Bioosi	DET
aamurangirira	V
mwabira	V
mu	ADP
siosi	adj
nisio	PRON
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
sichiimi	NN
sibalaayi	ADJ
lundi	CONJ
Siriisia	V
,	PUNCT
niio	V
chi	
Aloma	V
.	PUNCT
Chingubo	NN
chenywe	PRON
se	PRON
Chatabuukha	V
ndemu	NN
che	ADP
bufwisi	NN
ne	CONJ
walute	
Chaba	V
.	PUNCT
khe	
khulwe	CONJ
kimiiko	NN
kamakhumi	NN
kane	NN
Sichiimi	NN
esio	DET
siaba	V
Sisioomu	ADJ
,	PUNCT
lundi	CONJ
sii	
kino	DET
namwe	CONJ
enywe	PRON
se	PRON
mwabimbile	V
bikele	NN
khali	CONJ
ne	CONJ
kameechi	NN
Tawe	ADV
.	PUNCT
Wele	NN
Omunyali	ADJ
Tawe	ADV
.	PUNCT
5	NUM
Manya	V
muli	V
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
aakhola	V
kameechi	NN
kaama	V
mu	ADP
Owa	ADP
Bioosi	DET
