WORD	SPEECH TAG
Chikholo	NN
chicharama	V
mu	ADP
sibala	NN
Wele	NN
omunyali	NN
Owa	ADP
Bioosi	NN
aalekha	V
chikholo	NN
chindala	DET
mu	ADP
sibala	NN
khukhaka	V
Baisiraeli	NN
bakhaabirira	V
mwiie	NN
mu	ADP
kanaani	NN
tawe	ADP
.	PUNC
Akhola	V
lino	DET
nio	ADP
ekesie	V
buli	ADJ
eselukho	NN
eye	ADP
Baisiraeli	NN
ke	ADO
liie	NN
,	PUNC
lukali	ADJ
khu 	ADP
abo	PRON
abele	ADP
bakhabakho	V
mwiie	NN
tawe	ADP
.	PUNC
Babalekhwa	NN
mu	ADP
sibala	NN
baba 	V
babaami	NN
baraano 	ADJ
be	ADP
Bafilisti	NN
,	PUNC
bakanaani	NN
boosi	DET
,	PUNC
baraano 	ADJ
Basidoni	NN
ne	CONJ
bahibi	NN
bamenyile	V
mu	ADP
bikulu	NN
bia	ADP
lebanoni	NN
khukhwama	ADP
khu	ADP
sikulu	NN
sia	ADP
baali	NN
Herimoni	NN
khukhwola	ADP
khu	ADP
silibwa	NN
sie	ADP
hamati	NN
chikholo	NN
chino	DET
chaba	V
likhako	NN
khu	ADP
Musa	NN
namwe	CONJ
tawe	ADP
.	PUNC
Khwako	CONJ
,	PUNC
Baisiraeli	NN
bamenya	V
mu	ADP
maloba	NN
ke	ADP
Bakanaani	NN
,	PUNC
Bahiti	NN
,	PUNC
Baamori	NN
,	PUNC
Baperisi	NN
,	PUNC
Bahibi	NN
ne	CONJ
bayebusi.	NN
Bakhwaana	NN
ne	CONJ
nabo	DET
mala	ADP
basaaya	V
bawele	NN
baabwe	DET
otinieli	NN
Baisiraeli	NN
bebilila	V
wele	NN
omunyali	NN
owa	ADP
bioosi	NN
,	PUNC
wele	NN
wabwe	DET
bamukhohela	V
bumayaanu	NN
mala	ADP
basaaya	V
bawele	NN
baali	ADP
ne	CONJ
asieroti	NN
.	PUNC
nio	ADP
wele	NN
omunyali	NN
owa	ADP
bioosi	NN
aambila	V
Baisiraeli	NN
lirima	NN
mala	ADP
alekha	V
omwami	NN
kushani	NN
rishadhaimu	NN
owe	ADP
mesopotamia	NN
abape	V
ne	CONJ
khubaula	V
.	PUNC
baba	V
asieroti	NN
wewe	DET
kimiiko	NN
munaane	ADJ
.	PUNC
nio	ADP
Baisiraeli	NN
balilila	V
