WORD	POS
mube	V
bakali	ADJ
mala	CONJ
mube	V
ne	CONJ
babaana	NN
ali	DET
Wele	NN
omukali	ADJ
lundi	CONJ
niye	V
babaa	V
Bakali	ADJ
Alaana	V
chikhabi	NN
khu	ADP
mikuunda	NN
ndu	
Baria	V
22	NUM
Akhaoone	V
chikholo	NN
chino	DET
Kienywe	PRON
,	PUNCT
nio	ADP
mube	V
ne	CONJ
Bibiaamo	NN
,	PUNCT
endali	NN
chirure	V
ebweeni	ADP
wenywe	PRON
siangeekhe	ADJ
ne	CONJ
Kamafura	NN
.	PUNCT
Alamubiita	V
enywe	PRON
chikhabi	NN
Siangeekhe	ADJ
.	NUM
Se	PRON
mulanyala	V
khuchibu	V
khulwe	ADP
khumuelesia	V
chikhaafu	NN
Chinga	ADJ
nia	
choosi	ADJ
khangu	ADV
busa	ADJ
mu	ADP
siise	NN
silala	ADJ
li	
ne	CONJ
Kamakheese	NN
.	PUNCT
Alamueleselia	V
enywe	PRON
Tawe	ADV
,	PUNCT
sikila	CONJ
mwaba	V
ne	CONJ
mukhola	V
murio	DET
chikhabi	NN
chino	DET
choosi	ADJ
mu	ADP
sibala	NN
nisio	PRON
chisaang'i	NN
che	ADP
mundaa	NN
chilatasikha	ADJ
aasuubisia	V
bakuuka	NN
benywe	PRON
ali	DET
Alimuelesia	V
mala	CONJ
chibe	V
ne	CONJ
kamaani	NN
lukali	ADJ
Khwinywe	PRON
.	PUNCT
sia	ADP
Enywe	PRON
.	PUNCT
14	NUM
Enywe	PRON
mulibiitwa	V
chikhabi	NN
23	NUM
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	OU
Wele	NN
khukhila	V
chikholo	NN
Choosi	ADJ
.	PUNCT
Buli	ADJ
Omusee	NN
wenywe	PRON
akhare	V
basiku	NN
benywe	PRON
mu	ADP
cha	ADP
namwe	CONJ
omukhasi	NN
aliba	V
no	ADP
Mwana	NN
.	PUNCT
bunyali	ADJ
bwenywe	PRON
mala	CONJ
abakoyaanie	V
Ne	CONJ
chikhaafu	NN
chenywe	PRON
Unisibwa	V
.	PUNCT
24	NUM
Akhare	V
babaami	NN
babwe	PRON
aakhamurusiekho	V
bulwaale	NN
Bwoosi	DET
.	PUNCT
mu	ADP
bunyali	ADJ
Bwenywe	PRON
.	PUNCT
Mukhabeere	V
Bulwaale	NN
bumayaanu	NN
bwe	ADP
e	
Misiri	NN
nibwo	DET
mala	CONJ
balibililwa	V
se	PRON
aliio	V
olinyala	V
khu	ADP
mwamanya	V
se	PRON
bulimwichakho	V
tawe	ADV
,	PUNCT
Ne	CONJ
mukhiingilila	V
enywe	PRON
Tawe	ADV
,	PUNCT
mulabunia	NN
kakhali	CONJ
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
Alie	V
buli	ADJ
Mundu	NN
.	PUNCT
25	NUM
Mulaambia	V
bifwaani	NN
bie	ADP
lesia	
bulwaale	NN
obwo	DET
boosi	ADJ
babamubiila	V
bawele	NN
babwe	PRON
Biye	NN
.	PUNCT
Mukhekoomba	V
efwe	PRON
Enywe	PRON
.	PUNCT
16	NUM
Ne	CONJ
mukhoya	V
mubunie	V
Babaa	V
sa	
namwe	CONJ
esahabu	
eeli	V
khu	ADP
bifwaani	NN
ndu	
boosi	DET
nibo	V
Wele	NN
Omunyali	ADJ
Owa	ADP
tawe	ADV
lundi	CONJ
mukhabukula	V
ebe	V
eyenywe	PRON
Bioosi	DET
,	PUNCT
Wele	NN
wenywe	PRON
alira	V
mu	ADP
bunyali	ADJ
Tawe	ADV
.	PUNCT
Mwaba	V
ne	CONJ
mukhola	V
Murio	DET
,	PUNCT
ebio	DET
Bwenywe	PRON
.	PUNCT
Mukhabakholela	V
siisa	NN
namwe	CONJ
bilaba	V
kimireko	NN
Khwinywe	PRON
.	PUNCT
Bibiindu	NN
mwasaaya	V
bawele	NN
babwe	PRON
Tawe	ADV
,	PUNCT
sikila	CONJ
ebio	DET
bisinya	V
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
lilienelio	DET
liliba	V
kumureko	NN
Khwinywe	PRON
.	PUNCT
Wele	NN
Wenywe	PRON
.	PUNCT
26	NUM
Mukhareerakho	V
silala	ADJ
17	NUM
“	PUNCT
Mukhaloma	V
Muli	DET
,	PUNCT
Babaandu	NN
bano	DET
khu	ADP
bifwaani	NN
bino	DET
mu	ADP
chingo	NN
chenywe	PRON
bali	
be	ADP
kamaani	NN
khu	ADP
khukhila	ADJ
Efwe	PRON
,	PUNCT
Tawe	ADV
,	PUNCT
busa	
mukhola	V
murio	DET
mwaba	V
silaa	V
nono	CONJ
se	PRON
khunyala	V
khwabarusiamo	V
Tawe	ADV
.	PUNCT
mo	
nga	CONJ
Nibio	PRON
.	PUNCT
Bibukule	V
khuba	V
biibi	ADJ
lundi	CONJ
18	NUM
Mukhabaria	V
Tawe	ADV
.	PUNCT
Ne	CONJ
kakhali	CONJ
Khe	
Bisinya	V
,	PUNCT
sikila	CONJ
bili	V
asi	ADJ
we	ADP
silaamo	NN
sia	ADP
Wele	NN
bulila	V
niko	DET
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
Omunyali	ADJ
Owa	ADP
Bioosi	DET
.	PUNCT
Wele	NN
wenywe	PRON
aakholela	V
Farao	NN
omwami	NN
owe	ADP
Misiri	NN
ne	CONJ
khu	ADP
baandu	NN
bewe	PRON
Boosi	DET
.	PUNCT
Kamaloba	NN
kamalayi	ADJ
19	NUM
Khebulila	V
kamakhako	NN
kamakali	ADJ
niko	DET
“	PUNCT
Ria	V
mu	ADP
burekeerefu	NN
kamalaka	NN
koosi	DET
Mwabona	V
,	PUNCT
bimanyisio	NN
ne	CONJ
bibiindu	NN
bie	ADP
niko	PRON
naama	V
khumuelesia	V
enywe	PRON
khuukia	V
ne	CONJ
kamaani	NN
ne	CONJ
bunyali	NN
Buka	
endaalo	NN
Yino	DET
,	PUNCT
nio	V
Mumenye	V
,	PUNCT
mutasiikhe	ADJ
li	
nibwo	V
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
mube	V
bakali	ADJ
mala	CONJ
mwingisie	V
sibala	NN
nisio	PRON
Wele	NN
wenywe	PRON
arumikhira	V
Khumukho	
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
asuubisia	V
la	
enywe	PRON
mube	V
Balekhuule	ADJ
.	PUNCT
Alibunia	V
khuelesia	V
bakuuka	NN
Benywe	PRON
.	PUNCT
2	NUM
Khebulila	V
babaandu	NN
nibo	PRON
muriire	V
bano	DET
Boosi	DET
,	PUNCT
mu	AP
la	
nga	CONJ
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
ngila	NN
Ng'eneyo	ADJ
.	PUNCT
20	NUM
Khutasa	V
Khwako	DET
,	PUNCT
Wele	NN
wenywe	PRON
ne	CONJ
amurangirira	V
enywe	PRON
khu	ADP
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
wenywe	PRON
Ala	V
lukeendo	NN
luleeyi	ADJ
khubirira	V
mu	ADP
sichiimi	NN
barumira	V
nibo	PRON
Butinyu	NN
,	PUNCT
khukhwola	V
nga	CONJ
kimiiko	NN
kibirire	V
kamakhumi	NN
kane	NN
Kino	DET
.	PUNCT
basiili	V
balamu	NN
mwinywe	PRON
ne	CONJ
babekisa	V
Aamukhola	V
mweboombia	ADJ
mala	CONJ
aamu	
Balibunisibwa	V
.	PUNCT
21	NUM
Mukharia	V
babaandu	NN
kela	V
enywe	PRON
nio	ADP
amanye	V
nisio	PRON
mwenya	V
bano	DET
Tawe	ADV
,	PUNCT
sikila	CONJ
Wele	NN
Omunyali	ADJ
Owa	ADP
Khukhola	V
,	PUNCT
ne	CONJ
munyala	V
mwaria	V
kama	
Bioosi	DET
,	PUNCT
Wele	NN
wenywe	PRON
ali	V
ne	CONJ
Nanywe	PRON
,	PUNCT
laka	
kewe	PRON
namwe	CONJ
Tawe	ADV
.	PUNCT
3	NUM
Aamukhola	V
Enywe	PRON
mweboombia	ADJ
mwaulila	V
Enjala	NN
,	PUNCT
si	
nibio	PRON
muliba	V
nabio	DET
Bilitasikha	V
.	PUNCT
14	NUM
Ne	CONJ
mala	CONJ
amuelesia	V
mana	NN
Mwalia	V
,	PUNCT
Siakhu	
munyoolile	V
bibiindu	NN
bino	DET
bioosi	DET
mukhe	
lia	
nisio	PRON
enywe	PRON
ne	CONJ
bakuuka	NN
benywe	PRON
niinia	V
mala	CONJ
mwebilila	V
Wele	NN
Omunyali	ADJ
mwaba	V
musiili	V
khuliakho	V
Tawe	ADV
.	PUNCT
Aakhola	V
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
wenywe	PRON
owamureesia	V
Tino	
khumwekesia	V
enywe	PRON
ali	V
omundu	NN
se	PRON
enywe	PRON
khukhwama	V
Misiri	NN
niio	ADP
mwaba	V
amenya	V
khulwe	CONJ
kumukaati	NN
kwong'ene	ADJ
banasioobi	NN
Tawe	ADV
.	PUNCT
15	NUM
Wele	NN
Omunyali	ADJ
Owa	ADP
Tawe	ADV
,	PUNCT
ne	CONJ
kakhali	CONJ
khu	AP
buli	ADJ
sisiindu	NN
siosi	ADJ
Bioosi	DET
aamurangirira	V
mwabira	V
mu	ADP
siosi	adj
nisio	PRON
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
sichiimi	NN
sibalaayi	ADJ
lundi	CONJ
Siriisia	V
,	PUNCT
niio	V
chi	
Aloma	V
.	PUNCT
Chingubo	NN
chenywe	PRON
se	PRON
Chatabuukha	V
ndemu	NN
che	ADP
bufwisi	NN
ne	CONJ
walute	
Chaba	V
.	PUNCT
khe	
khulwe	CONJ
kimiiko	NN
kamakhumi	NN
kane	NN
Sichiimi	NN
esio	DET
siaba	V
Sisioomu	ADJ
,	PUNCT
lundi	CONJ
sii	
kino	DET
namwe	CONJ
enywe	PRON
se	PRON
mwabimbile	V
bikele	NN
khali	CONJ
ne	CONJ
kameechi	NN
Tawe	ADV
.	PUNCT
Wele	NN
Omunyali	ADJ
Tawe	ADV
.	PUNCT
5	NUM
Manya	V
muli	V
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
aakhola	V
kameechi	NN
kaama	V
mu	ADP
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
wenywe	PRON
amuukuuma	V
Lwanda	NN
.	PRON
16	NUM
Aamuelesia	V
enywe	PRON
mana	NN
mu	ADP
Enywe	PRON
nga	CONJ
paapa	NN
owe	ADP
babaana	NN
ne	CONJ
Auu	
-	
sichiimi	NN
Mwalia	V
,	PUNCT
siakhulia	NN
nisio	PRON
bakuu	
kuuma	
babaana	NN
Bewe	PRON
.	PUNCT
“	PUNCT
Nono	CONJ
,	PUNCT
mukhoya	V
ka	
benywe	PRON
baba	V
ne	CONJ
bakhaliakho	V
Tawe	ADV
.	PUNCT
murie	V
kamalaka	NN
ka	ADP
Wele	NN
Omunyali	ADJ
Owa	ADP
Amukholela	V
ario	DET
nio	CONJ
amukhole	V
mweboo	
Bioosi	DET
,	PUNCT
Wele	NN
Wenywe	PRON
.	PUNCT
Loonda	V
Chingi	
-	
mbie	
lundi	CONJ
amukele	V
nio	DET
ekhumaliilikha	V
la	
chewe	PRON
mala	CONJ
mu	ADP
murie	V
Niye	PRON
.	PRON
Wele	NN
amukholele	V
Bulayi	ADJ
.	PUNCT
17	NUM
Mukhaloma	V
Muli	DET
,	PUNCT
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
wenywe	PRON
Kamaani	NN
kefwe	PRON
ne	CONJ
bunyali	NN
bwewe	PRON
alikho	V
amureera	V
enywe	PRON
mu	ADP
sibala	NN
siili	V
nibio	PRON
bibiakila	V
khwanyoola	V
buiinda	NN
buno	DET
silayi	ADJ
sie	ADP
chisebele	NN
che	ADP
kameechi	NN
Chi	ADJ
Tawe	ADV
.	PUNCT
18	NUM
Mukhoya	V
mukhebulile	V
Wele	NN
chukha	V
mu	ADP
matooma	NN
ne	CONJ
mu	ADP
Bikulu	NN
.	PUNCT
8	NUM
Sili	V
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
Wenywe	PRON
.	PUNCT
sibala	NN
sie	ADP
ngaanu	
ne	CONJ
Shayiri	NN
,	PUNCT
Chisabibu	NN
,	PUNCT
Niye	PRON
omuelesianga	V
bunyali	NN
bwe	ADP
khuba	V
Chinduli	NN
,	PUNCT
kamatuunda	NN
Kamakomanga	NN
,	PUNCT
Baiinda	NN
.	PUNCT
Akholanga	V
ario	ADV
sikila	CONJ
aliinda	V
kimiseituni	NN
ne	CONJ
Bubuukhi	NN
.	PUNCT
endakaano	NN
niyo	DET
aakhola	V
ne	CONJ
bakuuka	NN
loba	V
niko	PRON
muliliamo	V
siakhulia	NN
siikhawa	V
benywe	PRON
nga	CONJ
ne	CONJ
kali	
Luno	NN
.	PUNCT
19	NUM
Ne	CONJ
mwaba	V
Kawe	
,	PUNCT
se	PRON
mulitaamba	V
Tawe	ADV
,	PUNCT
chinyaanda	NN
ne	CONJ
mwibilila	V
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
che	ADP
sibala	NN
esio	DET
chili	V
Bichuuma	NN
,	PUNCT
ne	CONJ
Si	
,	PUNCT
Wele	NN
wenywe	PRON
mala	CONJ
mwasaaya	V
bawele	NN
munyala	V
mwayaba	V
koopa	NN
khukhwama	ADP
babaandi	PRON
ne	CONJ
Khubakholela	V
,	PUNCT
ese	PRON
mukaa	
mu	ADP
bikulu	NN
Biasio	
,	PUNCT
10	NUM
Mukhalie	V
mala	CONJ
nia	
enywe	PRON
luno	NN
ndi	PRON
ng'ali	NN
Mukhabune	V
.	PUNCT
kure	
mala	CONJ
musiime	V
Wele	NN
Omunyali	ADJ
Owa	ADP
20	NUM
Mulibuna	V
nga	CONJ
chikholo	NN
nicho	DET
Wele	NN
Bioosi	DET
,	PUNCT
Wele	NN
wenywe	PRON
khulwe	CONJ
Khumuele	V
Omunyali	ADJ
Owa	ADP
Bioosi	DET
alakholanga	V
ne	CONJ
chi	
via	
enywe	PRON
sibala	NN
sie	ADP
Ngakha	
.	PUNCT
buna	
