WORD	POS
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
wenywe	PRON
Misiri	NN
baba	V
kamakhumi	NN
saba	NN
Bong'ene	ADV
.	PUNCT
aaloma	V
.	PUNCT
)	PUNCT
Ne	CONJ
luno	NN
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
10	NUM
""""	PUNCT
Ese	PRON
namenya	V
khu	ADP
sikulu	NN
khu	ADP
ndaalo	NN
wenywe	PRON
aamukholile	V
mwabeele	V
bakali	ADJ
kamakhumi	NN
Kane	NN
,	PUNCT
nga	CONJ
Ekhunyoa	NN
.	PUNCT
Lundi	CONJ
nga	CONJ
Ching'enieesi	NN
.	PUNCT
akhaba	CONJ
siise	NN
Esio	DET
,	PUNCT
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
andekeeresia	V
mala	CONJ
aalekha	V
Khu	ADP
SE	
Bukali	NN
bwa	ADP
Wele	NN
Omunyali	ADJ
mubunia	
Enywe	PRON
Amboolela	V
Ali	DET
,	PUNCT
Cha	V
biso	
Owa	ADP
Bioosi	DET
oraangirire	V
babaandu	NN
khu	ADP
Lukeendo	NN
Khwako	DET
siima	V
Wele	NN
Omunyali	ADJ
mala	CONJ
bengile	V
mu	ADP
sibala	NN
nisio	ADV
nasuubisia	V
11	NUM
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
wenywe	PRON
mala	CONJ
bakuuka	NN
Babwe	PRON
.	PUNCT
murie	V
kamalaka	NN
kewe	PRON
koosi	ADJ
buli	DET
Lwosi	ADJ
.	PUNCT
2	NUM
Khebulila	V
sijukuumo	
sia	ADP
Wele	NN
Omunyali	ADJ
be	PRON
Niko	PRON
Wele	NN
enya	V
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
wenywe	PRON
Luno	NN
.	PUNCT
Khebu	
12	NUM
""""	PUNCT
Nono	CONJ
,	PUNCT
Baisiraeli	NN
,	PUNCT
Wele	NN
Omunyali	ADJ
lila	V
bukali	ADJ
bwewe	PRON
kamaani	NN
kewe	PRON
ne	CONJ
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
wenywe	PRON
eenya	V
mu	
bunyali	NN
Bwewe	PRON
.	PUNCT
Ese	PRON
se	PRON
ndikho	V
mboolela	V
Murie	V
,	PUNCT
muloonde	V
kakewe	PRON
mala	CONJ
mu	ADP
babaana	NN
benywe	PRON
bakhamanyile	V
namwe	CONJ
musiime	V
ne	CONJ
khumukholela	V
niye	PRON
ne	CONJ
bakhaboone	V
Tawe	ADV
.	PUNCT
3	NUM
Khebulila	V
kamayia	NN
kumwoyo	NN
kwenywe	PRON
Kwoosi	ADJ
,	PUNCT
13	NUM
Lundi	CONJ
kewe	PRON
ne	CONJ
bikholwa	NN
nibio	DET
akholela	V
Farao	NN
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
eenya	V
murie	V
omwami	NN
owe	ADP
Misiri	NN
ne	CONJ
khu	ADP
sibala	NN
siewe	PRON
kamalaka	NN
kewe	PRON
koosi	ADJ
niko	DET
ndikho	V
Sioosi	ADJ
.	PUNCT
4	NUM
Khebulila	V
niko	DET
Wele	NN
