WORD	SPEECH TAG
SITABU	NN
SIA	PREP
BARUKU	NN
LIMANYISIA	NN
Sitabu 	NN
sino	DET
sili	V
lisina	NN
lio	PREP
muandiki	NN
owaandikanga	V
ko	ADP
mung'oosi	NN
Yeremia	NN
[	PUNC
lola	V
Yeremia	NN
45	ADJ
.	PUNC
1	ADJ
]	PUNC
Kakhaba	V
kario	DET
sitabu	NN
sisiene	DET
se	ADP
silikho	V
nende	PREP
kamakhuwa	NN
ko	PREP
mung'oosi	NN
oyo	DET
tawe	DET
.	PUNC
Mungila	NN
niyo	ADP
siaandikilwamo	V
siekesia	V
abuundu	NN
alala	ADJ
mbo	ADP
siaandikwa	V
no	PREP
mundu	NN
okundi	ADJ
namwe	CONJ
babaandu	NN
babaandi	ADJ
busa	DET
.	PUNC
Sitabu	NN
sino	DET
lundi	ADP
sibalikhila	V
alala	ADV
nende	CONJ
bitabu	NN
bie	ADP
kamaandiko	NN
ke	ADP
limanya	NN
.	PUNC
Siindu	NN
siboofu	ADJ
mu	ADP
sitabu	NN
sino	DET
sili	V
lilaka	NN
libalikha	V
nga	ADP
engila	V
Yeremia	NN
khukhwolela	V
limanya	NN
.	PUNC
Kumuliango	NN
kwe	ADP
sitabu	NN
sino	DET
kwa	ADP
6	ADJ
kulaangwa	V
bali	ADP
,	PUNC
""""	PUNC
Ebarwa	NN
ya	PREP
Yeremia	NN
.	PUNC
""""	PUNC
Kumuliango	NN
kuno	DET
kuboola	V
khutaamba	V
kamaani	NN
namwe	CONJ
khutekhelana	V
khwe	PREP
khusaya	V
Wele	NN
.	PUNC
Siise	NN
sisiindi	DET
Kumuliango	NN
kwa	PREP
6	ADJ
kuno	DET
,	PUNC
kubalikha	V
nga	ADP
sitabu	NN
namwe	CONJ
sitonyi	NN
khu	ADP
bwasio	NN
.	PUNC
Chimbaaso	NN
sabini	ADJ
namwe	CONJ
tatu	ADJ
che	PREP
Kumuliango	NN
kwa	PREP
sita	ADJ
kuno	DET
kukwamanyikha	V
nga	ADP
Ebarwa	NN
ya	PREP
Yeremia	NN
[	PUNC
lola	V
Yeremia	NN
29	ADJ
:	PUNC
1	ADJ
-	PUNC
23	ADJ
]	PUNC
kali	V
kamakhua	NN
kamarafu	ADJ
khuloondekhana	CONJ
nende	PREP
khusaaya	V
bifwaani	NN
nende	CONJ
khusuubila	V
mu	ADP
bawele	NN
babaandi	ADJ
[	PUNC
kumusiingi	NN
kwe	ADP
khukhola	V
ke	ADP
khusaaya	V
bawele	NN
bebubeeyi	ADJ
kali	V
mu	PREP
Yeremia	NN
.	PUNC
10	ADJ
11	ADJ
.	PUNC
]	PUNC
Ebarwa	NN
ekobolelamo	V
kamakhuwa	NN
kamaboofu	ADJ
:	PUNC
Bifwaani	NN
se	ADP
bili	V
bawele	NN
tawe	ADP
namwe	CONJ
bawele	NN
se	ADP
banyala	V
batubana	V
nende	PREP
noyo	PRON
oli	V
Wele	NN
wa	PREP
ng'ali	NN
tawe	DET
.	PUNC
Kamaandiko	NN
ke	PREP
barwa	NN
ya	PREP
Yeremia	NN
kali	V
Kamaandiko	NN
kamembi	ADJ
niko	ADP
alala	ADV
batasaanga	V
khu	ADP
sitabu	NN
sia	PREP
Baruku	NN
niio	ADP
siweela	V
nio	ADP
kaba	V
nga	ADP
kumuliango	NN
kwa	ADP
sita	ADJ
.	PUNC
Kamaandiko	NN
kano	DET
kamanyikhaane	V
nga	ADP
Ebarwa	NN
niyo	ADP
omung'oosi	NN
Yeremia	NN
aandikila	V
babaandu	NN
ba	ADP
baaba	V
nende	CONJ
balikho	V
bacha	V
mu	ADP
mbaambe	NN
.	PUNC
Kalolekhana	V
ebarwa	NN
yino	DET
yaandikwa	V
kimiiko	NN
chimia	ADJ
chibili	ADJ
Yesu	NN
nende	CONJ
akhasaalwa	V
tawe	DET
.	PUNC
Ebarwa	NN
yino	DET
efwana	V
yaandikwa	V
khu	ADP
Bayaudi	NN
ba	ADP
baaba	V
Siria	NN
,	PUNC
nibo	V
babaami	NN
ba	ADP
Seleuko	NN
bakholeelesianga	V
khuloondekhana	CONJ
kimiima	NN
kie	PREP
dini	NN
yabwe	DET
.	PUNC
Ebarwa	NN
yino	DET
lukali	ADV
ekania	V
babaandu	NN
khusaya	V
bawele	NN
Be	ADP
Chikholo	NN
chichindi	DET
che	PREP
bifwaani	NN
.	PUNC
Mu	ADP
ngila	NN
yino	DET
,	PUNC
Ebarwa	NN
ekobolelamo	V
kamakhuwa	NN
kameene	ADJ
nende	CONJ
kameene	NN
kaali	V
mu	ADP
bitabu	NN
bio	PREP
mung'oosi	NN
Isaya	NN
noyo	CONJ
mung'oosi	NN
Yeremia	NN
khuloondekhana	CONJ
nende	PREP
khusaaya	V
bawele	NN
bebubeeyi	ADJ
.	PUNC
Sitabu	NN
