WORD	SPEECH TAG
Khuulwa	NN
khumaliilisi	ADJ
khwe	ADP
Bamidiani	NN
Nio	CONJ
Baefuraimu	NN
baboolela	V
Gidioni	NN
bali	ADP
,	PUNC
""""	PUNC
Siina	ADP
sisiakhila	ADV
ne	ADP
okhakhulaanga	V
nga	ADP
wacha	V
khu	ADP
khuupana	V
ne	ADP
Bamidiani	
?	PUNC
Siina	ADP
sikila	ADV
ne	ADP
okhukholela	V
efwe	PRON
kano	DET
?	PUNC
""""	PUNC
Beng'ulung'unya	V
burafu	ADJ
.	PUNC
Mala	ADP
Gidioni	NN
aababoolela	V
ali	ADP
,	PUNC
""""	PUNC
Niko	PRON
ese	PRON
kholile	V
se	ADP
kalekhaana	V
nende	CONJ
niko	PRON
enywe	PRON
mukholile	V
tawe	DET
.	PUNC
Akhaba	V
matiiti	ADV
niko	ADP
enywe	PRON
Baefuraimu	NN
mukholile	V
kali	V
ke	ADP
bukhala	NN
khukhila	ADV
niko	ADP
Beng'ulung'unya	V
kumuliango	NN
kwase	PRON
kwoosi	DET
.	PUNC
Wele	NN
areerire	V
orebu	NN
ne	CONJ
seebu	NN
,	PUNC
babaami	NN
be 	ADP
Bamidiani	NN
mu 	ADP
makhono	NN
kenywe	DET
.	PUNC
Ese	PRON
ekholile	V
siina	ADV
ne	ADP
khulekhaania	V
nende	CONJ
niko	ADP
enywe	PRON
mukholile	V
?	PUNC
""""	PUNC
Nga	ADP
ne	ADP
aloma	V
ario	ADP
se	ADP
baba 	V
lundi	CONJ
ne	ADP
lirima	NN
tawe	DET
.	PUNC
Gidioni	NN
ne	CONJ
babaandu	NN
bewe	DET
chimia 	NN
chitaru	ADJ
baba	V
bechile	V
khu	ADP
luuchi	NN
lwa	ADP
Yoritani	NN
mala	ADP
abeele	V
balwambukhe	V
.	PUNC
Baba	V
baluile	V
lukali	ADV
,	PUNC
ne	CONJ
baba	V
basiitimania	V
basiku	NN
Bamidiani	NN
.	PUNC
Nga	ADP
boola	V
e	ADP
Sukoti	NN
aboolela	V
babaandu	NN
be	ADP
mu	ADP
lukoba	NN
ali	ADP
,	PUNC
""""	PUNC
Ne	CONJ
musiima	V
eelesiakho	V
babaandu	NN
babanondilekho	V
bano	DET
kimikaati	NN
;	PUNC
sikila	CONJ
baluile	V
,	PUNC
mala	ADP
ese	PRON
ndikho	V
ndimania	V
seebu	NN
ne	CONJ
Salimuna	NN
babaami	NN
ba	ADP
Midiani	NN
.	PUNC
""""	PUNC
Ne	CONJ
babemeelesi	NN
ba	ADP
Sukoti	NN
baloma	V
bali	ADP
,	PUNC
""""	PUNC
Se	ADP
waambile	V
khale	ADV 
seba	V
ne	ADP
Salimuna	NN
tawe	DET
mala	ADP
wenya	V
khuelesie	V
banamae	NN
bowo	DET
kimikaati	NN
?	PUNC
""""	PUNC
Nio	ADP
Gidioni	NN
aloma	V
ali	ADP
,	PUNC
""""	PUNC
Bulayi	ADV
nono	DET
!	PUNC
Nga	ADP
Wele	NN
Omunyali	NN
Owa	ADP
Bioosi	NN
ne	CONJ
alara	V
seba	NN
ne	CONJ
Salimuna	NN
mu	ADP
makhono	NN
kase	DET
,	PUNC
khamupile	V
enywe	PUNC
kamawa	NN
ne	CONJ
lunani	NN
khukhwama	ADP
mu	ADP
sichiimi	NN
.	PUNC
""""	PUNC
Gidioni	NN
ama	V
ao	DET
mala	ADP
achiililila	V
ola	V
e 	ADP
Penueli	NN
