Wele	NN
 Omunyali 	ADJ
Owa	CONJ
 Bioosi	ADV
 Alabiita	V
 Namwekhe	NN
 Khuuba	V
 Barekerefu	ADJ
 Mu	ADP
 Chikhabi	NN
 bibiaalwa 	NN
bienywe	PRON
 nende	CONJ
 bia	CONJ
-	PUNCT
Khuria	V
	
a	ADP
 Enywe	PRON
 Endaalo	NN
 Yino	DET
, 	PUNCT
Aba	V
 Bilan	NN
6	NUM
""""	PUNCT
Alamubiita	V
 Enywe	PRON
 Chikhabi	NN
 Mu	ADP
 buli 	ADV
mo	ADP
 bino	DET
 bioosi	ADV
 bilamwichakho	V
.	PUNCT
 Siindu	NN
 Nisio	PRON
 Mukhola	V
.	PUNCT
16	NUM
	
“Wele	NN
 Omunyali	ADJ
 Owa	CONJ
 Bioosi	ADJ
 Alalaa	ADV
7	NUM
""""	PUNCT
Basiku	NN
 Benywe	PRON
 Ne	CONJ
 Bamwibwaaka	V
-	PUNCT
 Ma	ADP
 Chingoba	NN
 Chenywe	PRON
 Ne	CONJ
 Kimikuunda	NN
 La	ADP
 Enywe	PRON
,	PUNCT
 Wele	NN
 Omunyali	ADJ
 Owa	CONJ
 Bioosi	ADV
 Kienywe	PRON
.	PUNCT
 Akhabakhole	V
 Bakhilwe	V
.	PUNCT
 Ne	CONJ
 Becha	V
 Khumwi	PRON
-	PUNCT
17	NUM
""""	PUNCT
Wele	NN
 Omunyali	ADJ
 Owa	CONJ
 Bioosi 	ADV
Alalaama	V
 Bwaakala	NN
 Enywe	PRON
 Balechela	V
 Khu	ADP
 Ngila	NN
 Ndala	NUM
 Bibiaalila	NN
 Bienywe	PRON
 Nende	CONJ
 Biakhulia	NN
 Nibio	PRON
 Ne	CONJ
 kakhali 	V
bakhelukhile	V
 khu	ADP
 ngila 	NN
saba	NUM
. 	PUNCT
Mwamiamo	V
. 	PUNCT
8	NUM
""""	PUNCT
Wele	NN
 Omunyali	ADJ
 Owa	CONJ
 Bioosi	ADV
 Akhabiite	V
18	NUM
“	PUNCT
Lisaaye	NN
 Lienywe	PRON
 Lilalaamwa	V
,	PUNCT
 Alala	ADV
 Chikhabi	NN
 bibiaaki 	NN
bienywe	PRON
 ne	CONJ
 khubiita	V
 ne 	CONJ
bibiaamo	NN
 bienywe	PRON
 ne	CONJ
 chikhaafu	NN
 ne	CONJ
 chikhabi	NN
 kimilimo	NN
 kienywe	PRON
 kioosi	ADV
.	PUNCT
 Ala	CONJ
- 	PUNCT
Kamakheese	NN
. 	PUNCT
TITETE	NN
 Mubiita	V
 Enywe	PRON
 chikhabi 	NN
mu	ADP
 sibala	NN
 nisio	PRON
19	NUM
""""	PUNCT
Mulalaamwa	V
 Mu	ADP
 Buli	V
 Siindu	NN
 Nisio	PRON
 Alikho	V
 Amuelesia	V
 Khuuba	V
 Sisienywe	PRON
Mukhola	
.	PUNCT
 net 	NN
-	PUNCT
""""	PUNCT
Wele	NN
 Omunyali	ADJ
 Owa	ADP
 Bioosi	ADV
 Akhamu	V
-	PUNCT
20	NUM
""""	PUNCT
Mwaaba	V
 Ne	CONJ
 Mukhola	V
 Kamabi	ADJ
 Ne	CONJ
 Khole	V
 Enywe	PRON
 Mube	V
 Ekholo	NN
 Endakatifu	ADJ
 Mulekha	V
