WORD	POS
chikholo	NN
enywe	PR
,	PUNCT
Mukhoya	V
nie	DET
mufumie	V
babaandu	NN
ba	ADP
Wele	NN
Musa	NN
abiita	V
chikhabi	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
chikholo	NN
cha	ADP
Isiraeli	NN
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
22	NUM
Chino	DET
nicho	DET
chikhabi	NN
nicho	V
Musa	NN
aukuumanga	V
boosi	DET
babeera	V
omundu	NN
owa	ADP
Wele	NN
aabiita	V
babaandu	NN
bewe	PRON
,	PUNCT
ba	ADP
Isiraeli	NN
ne	CONJ
akhafwa	V
tawe	ADV
.	PUNCT
eyachanga	V
khu	ADP
basiku	NN
bewe	PRON
,	PUNCT
2	NUM
Aaloma	V
Ali	DET
:	PUNCT
lundi	CONJ
abeelanga	V
bubwoni	NN
bwe	ADP
""""	PUNCT
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
aama	V
babaandu	NN
bewe	PRON
.	PUNCT
""""	PUNCT
exiled	X
khu	ADP
sikulu	NN
sia	ADP
Sinai	NN
,	PUNCT
Musa	NN
ne	CONJ
Yoshua	NN
okhwa	NN
Nuni	NN
bacha	V
enyokhela	V
khwifwe	PRON
khukhwama	ADP
mala	CONJ
bembela	V
babaandu	NN
kumwenya	NN
Edomu	NN
,	PUNCT
kuno	DET
kwoosi	DET
.	PUNCT
aakhosia	V
buwaanga	ADJ
bwewe	PRON
khukhwama	ADP
khu	ADP
sikulu	NN
sia	ADP
Kamalaka	NN
ka	ADP
Musa	NN
kamamaliilisi	ADJ
Parani	NN
45	NUM
Nga	CONJ
Musa	NN
ne	CONJ
aaba	V
ne	CONJ
amala	V
khu	ADP
aarura	V
mu	ADP
batakatifu	NN
chielefu	NN
boolela	V
babaandu	NN
ba	ADP
Isiraeli	NN
boosi	DET
ekhumi	NN
,	PUNCT
kamakhuwa	NN
kano	DET
koosi	ADV
,	PUNCT
46	NUM
aababoolela	V
ne	CONJ
kumulilo	NN
kwe	ADP
bumemu	NN
mu	ADP
ali	DET
,	PUNCT
“	PUNCT
Bona	V
bung'ali	NN
muli	V
muria	V
kamalaka	NN
mukhono	NN
kwewe	PRON
kumuseecha	ADJ
.	PUNCT
ka	ADP
niko	DET
ese	PRON
naama	V
khumuelesia	V
enywe	PRON
3	NUM
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
asiima	V
endaalo	NN
yino	DET
koosi	DET
.	PUNCT
Boolela	V
babaana	NN
babaandu	NN
bewe	PRON
benywe	PRON
barie	V
mu	ADP
burekeerefu	ADJ
kamekisio	NN
boosi	DET
nibo	DET
arobora	V
bali	V
mu	ADP
ka	ADP
Wele	NN
Koosi	DET
.	PUNCT
47	NUM
Kamekisio	NN
kano	DET
se	ADP
kali	V
buliindi	NN
bwewe	PRON
,	PUNCT
kamakhuwa	NN
ka	ADP
busa	ADV
kakhalimo	V
bukhala	NN
mala	CONJ
bakhuloonda	V
ewe	PRON
,	PUNCT
in	X
tawe	ADV
.	PUNCT
Kali	V
bulamu	NN
bwenywe	PRON
.	PUNCT
Khemuka	NN
lundi	CONJ
baloonda	V
kakowo	PRON
,	PUNCT
rie	V
mala	CONJ
mulamenya	V
kimiiko	NN
kimikali	ADJ
4	NUM
nga	CONJ
Musa	NN
ne	CONJ
aakhuelesia	V
kamalaka	NN
,	PUNCT
mu	ADP
sibala	NN
siili	V
engelekha	NN
owa	ADP
Yoritani	NN
kabe	V
ke	ADP
babaandu	NN
ba	ADP
Yakobo	NN
.	PUNCT
esio	DET
nisio	DET
muli	V
siimbi	ADV
khumenyamo	V
.	PUNCT
""""	PUNCT
5	NUM
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
aaba	V
48	NUM
Endaalo	NN
eyo	DET
neng'ene	ADV
Wele	NN
Omunyali	ADJ
omwami	NN
mu	ADP
Yesuruni	NN
,	PUNCT
WE	ADP
Owa	ADP
Bioosi	DET
aaboolela	V
Musa	NN
Ali	DET
,	PUNCT
49	NUM
""""	PUNCT
Niina	V
nga	CONJ
babemeelesi	NN
be	ADP
babaandu	NN
khu	ADP
bikulu	NN
bia	ADP
Abarimu	NN
khu	ADP
sikulu	NN
sia	ADP
babuusiana	V
,	PUNCT
bet	X
Nebo	NN
mu	ADP
sibala	NN
sia	ADP
Moabu	NN
Sisialoleele	ADJ
chikholo	NN
cha	ADP
Isiraeli	NN
choosi	ADJ
alala	ADJ
.	PUNCT
la	
lukoba	NN
lwa	ADP
Yeriko	NN
,	PUNCT
mala	CONJ
obone	V
sibala	NN
6	NUM
Lekha	V
ekholo	NN
eya	ADP
Rubeni	NN
Emenyè	V
,	PUNCT
sia	ADP
Kanaani	NN
nisio	DET
ndi	PRON
siimbi	ADJ
khuelesia	V
Warto	NN
ekhafwa	VV
tawe	ADV
,	PUNCT
babaandu	NN
ba	ADP
Isiraeli	NN
Bamenyemo	V
.	PUNCT
50	NUM
Ola	V
aakhaba	V
babaandu	NN
bayo	PRON
ne	CONJ
bali	V
fwila	V
khu	ADP
sikulu	NN
sienesio	DET
nga	CONJ
wandaayo	NN
Ferie	NN
Batiiti	ADJ
.	PUNCT
""""	PUNCT
awda	NN
Aruni	NN
ne	CONJ
aafwiila	V
khu	ADP
sikulu	NN
sia	ADP
Hori	HH
.	PUNCT
7	NUM
Aaloma	V
kano	DET
khu	ADP
kholo	NN
eya	ADP
Yuda	NN
,	PUNCT
51	NUM
Kalaba	V
kario	DET
sikila	CONJ
enywe	PRON
mwembici	
""""	PUNCT
Ee	ADP
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
mwakholela	V
ese	PRON
bumayaanu	NN
nga	CONJ
ne	CONJ
rekeeresia	V
kamalilo	NN
ke	ADP
ekholo	NN
mwaba	V
a	ADP
meechi	NN
ka	ADP
Meriba	NN
,	PUNCT
siimbi	ADJ
ne	CONJ
eya	ADP
Yuda	NN
,	PUNCT
dilawdey	NN
lukoba	NN
