WORD	POS
se	
ali	V
omwana	NN
wo	ADP
omukhasi	NN
niye	DET
asiima	V
lekha	V
khuyeeta	V
Tawe	ADV
.	PUNCT
Mukoboselieyo	V
.	PUNCT
Tawe	ADV
.	PUNCT
16	NUM
Nga	CONJ
Omundu	NN
oyo	DET
ne	CONJ
abisia	V
Khuka	
2	NUM
Ne	CONJ
omwenelio	NN
aaba	V
ne	CONJ
amenyile	V
Aleeyi	ADJ
,	PUNCT
ba	
Kimiaandu	NN
,	PUNCT
akhaba	CONJ
omusoleeli	NN
wo	
namwe	CONJ
ewe	PRON
waaba	V
ne	CONJ
okhamanyile	V
mukhasi	NN
niye	
asiima	V
khulwe	
Khumue	V
omwenelio	NN
Tawe	ADV
,	PUNCT
libukule	V
oche	V
nalio	ADV
lesia	
sitonyi	NN
Esio	DET
omubele	ADJ
Tawe	ADV
.	PUNCT
17	NUM
Akhoya	V
engo	NN
Wowo	PRON
.	PUNCT
Omwenelio	NN
ne	CONJ
eecha	V
khu	ADP
aane	V
sitonyi	NN
siboofu	ADJ
khukhwola	V
khabili	ADJ
Lienja	V
,	PUNCT
Muelesie	V
.	PUNCT
3	NUM
Waaba	V
ne	CONJ
onyoola	V
sie	ADP
kimiaandu	NN
kiewe	PRON
khu	ADP
musoleeli	NN
wewe	PRON
Epunda	NN
,	PUNCT
khola	V
Orio	DET
,	PUNCT
akhaba	ADV
engubo	NN
Omubele	ADJ
,	PUNCT
akhaba	ADV
ne	CONJ
akhali	CONJ
omusoleeli	NN
Yewe	PRON
,	PUNCT
namwe	CONJ
sisiindu	NN
siosi	DET
siosi	DET
Nisio	DET
wo	ADP
omukhasi	NN
niye	DET
akhasiima	V
Tawe	ADV
.	PUNCT
Omuisiraeli	NN
wasio	PRON
atibiisie	V
mala	CONJ
ewe	PRON
oyo	PRON
akhoya	V
aelesie	V
omusoleeli	NN
wewe	PRON
Wasinyoola	V
,	PUNCT
okhalekha	V
khuyeeta	V
Tawe	ADV
.	PUNCT
omubele	ADJ
bung'ali	NN
bwewe	PRON
sikila	CONJ
omwenoyo	DET
""""	PUNCT
Ne	CONJ
obona	V
epunda	NN
Eyo	DET
Muisiraeli	NN
wasio	PRON
niye	DET
ooli	V
kamaani	NN
kewe	PRON
ke	ADP
Khunyoa	V
namwe	CONJ
ekhaafu	NN
yakwile	V
khu	ADP
Ngila	NN
,	PUNCT
okhalekha	V
khumuyeeta	V
Tawe	ADV
.	PUNCT
Muyeete	V
Khuloondekhana	CONJ
enyosie	V
sisiaayo	NN
Siewe	PRON
.	PUNCT
musoleeli	NN
omureengu	NN
5	NUM
“	PUNCT
Babaandu	NN
be	ADP
siikhasi	NN
bakhafwara	V
18	NUM
“	PUNCT
Omundu	NN
aaba	V
no	CONJ
omusoleeli	NN
chingubo	NN
che	ADP
babaandu	NN
be	ADP
siseecha	NN
tawe	ADV
nia	
lundi	CONJ
Omureengu	NN
,	PUNCT
omusoleeli	NN
namwe	CONJ
babaandu	NN
be	PRON
siseecha	NN
bakhafwa	V
okharia	V
paapa	NN
ne	CONJ
maawe	CONJ
Tawe	ADV
,	PUNCT
akhaba	V
ra	V
chingubo	NN
Che	ADP
babaandu	NN
be	PRON
siikhasi	NN
ne	CONJ
Bamukololosia	V
.	PUNCT
19	NUM
Raraawe	NN
ne	CONJ
maawe	NN
Tawe	ADV
.	PUNCT
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
bakhoyeele	V
bamuyile	V
ebweeni	ADJ
we	ADP
wenywe	PRON
abiila	V
babaandu	NN
bakholanga	V
basaakhulu	NN
babemeelesi	NN
be	CONJ
lukoba	NN
niio	DET
bibiindu	NN
nga	CONJ
Ebio	DET
.	PUNCT
SI	X
DONES	X
bamenyile	V
mala	CONJ
bamwimisie	V
a	ADP
Silibwa	NN
.	PUNCT
6	NUM
""""	PUNCT
Ne	CONJ
onyoola	V
siswi	V
sie	ADP
nyuni	NN
klau	X
muro	
20	NUM
Balaboolela	V
basaakhulu	NN
Bali	V
,	PUNCT
ngooro	NN
namwe	CONJ
Asi	ADJ
,	PUNCT
ne	CONJ
enyuni	NN
eng'ene	PRON
Musoleeli	NN
wewe	PRON
yuno	DET
ali	V
Omureengu	ADJ
,	PUNCT
yakoneele	V
kamaki	NN
namwe	CONJ
Kamaana	NN
,	PUNCT
owe	ADP
sileka	NN
lundi	CONJ
ali	V
ne	CONJ
Mbelekeu	NN
.	PUNCT
Ali	V
okhaamba	V
maawe	NN
ne	CONJ
kamaana	NN
Tawe	ADV
.	PUNCT
owe	ADP
kumuliuliu	ADJ
lundi	CONJ
Omumeesi	NN
21	NUM
Nio	DET
Onyala	V
wabukula	V
Kamaana	NN
,	PUNCT
ne	CONJ
kakha	
babaandu	NN
be	ADP
lukoba	NN
olwo	DET
boosi	PRON
Balamu	NN
okhoya	V
opurusie	V
Maawe	NN
,	PUNCT
nio	DET
omenye	V
pa	
kamabaale	NN
Afwe	V
.	PUNCT
Murusie	V
bumayaanu	ADJ
bulayi	ADJ
lundi	CONJ
nio	DET
Oyindile	V
akari	ADJ
Wenywe	PRON
.	PUNCT
Buli	ADV
mundu	NN
mu	ADP
Isiraeli	NN
8	NUM
“	PUNCT
Ne	CONJ
wombakha	V
enju	NN
Embia	ADJ
,	PUNCT
khupila	V
alaulila	V
sisiekholeekhe	V
mala	CONJ
Alaria	V
.	PUNCT
""""	PUNCT
kho	
ererwe	V
Obotookhelesie	V
.	PUNCT
Nio	DET
okhaba	V
ne	CONJ
kumusaango	NN
kwe	ADP
sifuki	NN
sio	DET
omundu	NN
Kamalaka	NN
kakaukhaane	V
owamakho	V
aakwa	V
afwa	V
Tawe.	ADV
de	X
22	NUM
""""	PUNCT
Omundu	NN
ne	CONJ
akholile	V
bumayaanu	ADJ
""""	PUNCT
okhabiaala	V
bumiicho	NN
bwe	ADP
chingano	NN
nibwo	PRON
akhoyeele	V
Eerwe	V
,	PUNCT
akhoya	V
eerwe	V
chibili	NN
mu	ADP
mukuunda	NN
kwowo	PRON
kwe	ADP
kimi	
mala	CONJ
kumubili	NN
kwewe	PRON
kusungwe	V
khu	ADP
sabibu	NN
Tawe	ADV
.	PUNCT
Wakhola	V
Orio	DET
,	PUNCT
biakhulia	NN
Murongooro	NN
.	PUNCT
23	NUM
Ne	CONJ
kakhali	CONJ
Kukhasu	NN
ebio	DET
bioosi	DET
bilareerwa	V
ebweeni	ADP
wa	PRON
Wele	NN
wachakho	V
siilo	NN
sioosi	DET
Tawe	ADV
.	PUNCT
Kukhoya	V
Omunyali	ADJ
Owa	ADP
Bioosi	DET
.	PUNCT
kusiikhwe	V
endaalo	NN
eyo	DET
neng'ene	DET
,	PUNCT
10	NUM
“	PUNCT
Okhaboa	V
eeyi	NN
ne	CONJ
punda	NN
khu	ADP
lichooki	NN
sikila	ADJ
omundu	NN
niye	
kumubili	NN
kwewe	PRON
lilala	ADJ
chilime	V
Tawe	ADV
.	PUNCT
kusungwacha	V
khu	ADP
murongooro	NN
ali	V
ne	CONJ
11	NUM
""""	PUNCT
Okhafwara	V
engubo	NN
eyakholwa	V
silaamo	NN
sia	ADP
Wele	NN
.	PUNCT
Mukhanyaalutia	V
Siba	V
khukhwama	ADP
khu	ADP
bufuumbo	NN
bwe	ADP
kama	
la	
nisio	DET
Wele	NN
Omunyali	ADJ
Owa	ADP
Bioosi	DET
,	PUNCT
Wele	NN
kheese	NN
alala	ADV
nende	CONJ
bwe	ADP
ngubo	NN
eya	ADP
kata	
wenywe	PRON
alikho	V
amuelesia	V
enywe	PRON
Tawe	ADV
""""	PUNCT
Tawe	ADV
Waaba	V
ne	CONJ
obona	V
ekhaafu	NN
namwe	CONJ
12	NUM
“	PUNCT
Ruka	V
buusi	NN
bukali	ADJ
mala	CONJ
oboe	V
4	NUM
likheese	NN
lio	DET
Muisiraeli	NN
wasio	PRON
buyenje	NN
khu	ADP
ndulo	ADJ
chine	NN
che	ADP
sisibiimbi	ADJ
ne	CONJ
lilikho	V
likeendakeenda	V
Busa	ADV
,	PUNCT
Okha	V
Siowo	PRON
DATE	X
eya	ADP
Raraawe	NN
.	PUNCT
Mu	ADP
ngila	NN
yino	DET
mularusiao	V
Kamalaka	NN
khuloondekhana	CONJ
ne	CONJ
bumayaanu	ADJ
akari	ADJ
wenywe	PRON
.	PUNCT
bukwalaafu	ADJ
bwe	ADP
limenya	NN
22	NUM
""""	PUNCT
Omundu	NN
aanyoolekha	V
ne	CONJ
alikho	V
Omundu	NN
anyala	V
aakhwa	V
akona	V
ne	CONJ
omukhasi	NN
wo	PRON
Owasie	PRON
,	PUNCT
boombi	PRON
Habe	V
omukhasi	NN
Wewe	PRON
,	PUNCT
mala	CONJ
enyuma	ADP
bakhoya	V
Berwa	V
.	PUNCT
Mu	ADP
ngila	NN
yino	DET
mularu	
abilule	
ali	V
se	
amwenya	V
Tawe	ADV
.	PUNCT
14	NUM
Anyala	V
siao	NN
bumayaanu	ADJ
akari	ADJ
Wenywe	PRON
.	PUNCT
Hata	X
loma	V
bubi	ADJ
khu	ADP
mukhaana	V
oyo	DET
mala	CONJ
23	NUM
“	PUNCT
Omundu	NN
aanyoolekha	V
mu	ADP
lukoba	NN
ne	CONJ
omukhaana	NN
oyo	DET
Chisoni	NN
.	PUNCT
Anyala	V
alikho	V
akona	V
ne	CONJ
omukhaana	NN
niye	DET
omu	
ama	
ali	V
nakhwa	V
omukhasi	NN
Yuno	DET
,	PUNCT
ne	CONJ
ndu	
okundi	PRON
Akhwele	V
.	PUNCT
24	NUM
Bombi	PRON
bakhoya	V
khali	V
nga	CONJ
aaba	V
Naye	PRON
,	PUNCT
omukhaana	NN
yuno	DET
bayilwe	V
enje	NN
we	ADP
lukoba	NN
mala	CONJ
bapwe	V
nanyoolekha	V
khuuba	V
owe	ADP
Kabwana	V
kamabaale	NN
Bafwe	V
.	PUNCT
Omukhaana	NN
afwa	V
Tawe	ADV
sikila	CONJ
se	
aakukuula	V
khulaanga	V
buyeeti	NN
14	NUM
""""	PUNCT
Kaaba	V
Kario	ADV
,	PUNCT
raraawe	NN
ne	CONJ
maawe	NN
bo	
Tawe	ADV
,	PUNCT
akhaba	CONJ
ne	CONJ
aba	V
mu	ADP
Lukoba	NN
.	PUNCT
Ne	CONJ
mukhaana	NN
bakhoya	V
bareere	V
simanyisio	NN
omundu	NN
oyo	DET
afwa	V
sikila	CONJ
akona	V
ne	CONJ
basaakhulu	NN
be	ADP
lukoba	NN
asilibwa	ADP
Sisio	DET
khaana	V
niye	DET
owasie	PRON
aba	V
ne	CONJ
Akhwele	V
.	PUNCT
Mu	ADP
